path_num,teo_path_dist,teo_path_Xdist,teo_path_Ydist,teo_path_time,avg_path_vel,energy
106,29.438009604001735,20.0,17.0,496,0.05935082581451963,8947408.752305033
107,26.12310562561766,20.0,7.0,561,0.046565250669550196,11100352.479456177
108,51.6571227068806,27.0,32.0,682,0.07574358168164311,11389273.573712949
109,26.248809496813376,20.0,17.0,574,0.04572963326970971,1619637.0836902368
110,21.540659228538015,8.0,20.0,601,0.03584136310904828,5550293.664954
111,40.294593274959894,9.0,39.0,580,0.06947343668096534,6781700.908432066
112,42.505531150021646,11.0,39.0,648,0.06559495547842846,9723214.886407372
113,12.041594578792296,9.0,8.0,609,0.019772733298509516,5542959.484810745
114,40.64051252258909,20.0,28.0,486,0.08362245375018332,5658028.8719292525
115,59.0320159670359,28.0,39.0,685,0.08617812549932248,8487717.57066407
116,12.165525060596439,2.0,12.0,602,0.02020851338969508,2983339.1612596647
117,17.851027686975517,14.0,10.0,593,0.03010291346876141,11750732.955486294
118,47.812565893318734,20.0,39.0,589,0.08117583343517612,8320562.312829737
119,32.16383245908541,27.0,15.0,554,0.05805745931242854,11064226.88450581
120,39.008466975725646,24.0,24.0,652,0.059828937079333816,11583943.386368835
121,44.9578629731207,20.0,35.0,664,0.06770762495951912,9582172.635710528
122,39.41421356237309,20.0,20.0,566,0.06963641972150723,11188737.140219484
123,39.438009604001735,28.0,19.0,609,0.06475863645977296,10735423.070449892
124,20.04987562112089,2.0,19.0,544,0.036856389009413404,10211434.502768321
125,52.86606874731851,20.0,39.0,660,0.0801001041626038,12293800.214483188
126,17.117642886435966,2.0,17.0,605,0.028293624605679284,7070518.584664057
127,27.06094188342737,11.0,24.0,645,0.04195494865647654,13616362.097854804
128,12.414213562373096,12.0,1.0,522,0.023782018318722405,5986742.576441169
129,24.745304649601874,14.0,20.0,572,0.04326102211468859,10969343.39667989
130,66.36328514415915,39.0,53.0,675,0.09831597799134689,14561258.671975702
131,47.55843849545393,35.0,31.0,663,0.07173218475935736,10000739.621532112
132,59.33869289348555,37.0,28.0,618,0.09601730241664329,11375105.420131225
133,47.41034252281586,37.0,29.0,493,0.09616702337285164,9480174.404594222
134,39.03545392925019,26.0,28.0,580,0.0673025067745693,11528907.470738737
135,26.92661412760042,19.0,18.0,600,0.04487769021266737,8360467.259570112
136,23.37689939616173,21.0,9.0,624,0.03746297980154123,12404680.518255213
137,38.643284505408246,26.0,20.0,616,0.06273260471657183,10819799.73160795
138,41.31918234333186,19.0,35.0,589,0.07015141314657361,11966036.811493339
139,31.79783230536252,31.0,7.0,474,0.06708403439949899,10423472.026072998
140,12.40175425099138,12.0,3.0,662,0.018733767750742265,8699419.583924446
141,52.908261948856804,21.0,39.0,546,0.0969015786609099,9291309.448113622
142,28.284271247461902,20.0,20.0,581,0.04868205033986558,11419809.856940178
143,31.28669240129996,19.0,16.0,556,0.05627102949874093,5952552.234369672
144,49.76601688593641,38.0,31.0,509,0.09777213533582792,36866196.289889626
145,43.53422106660287,39.0,14.0,629,0.06921179819809677,31751680.571985252
146,63.16276845563792,36.0,47.0,517,0.12217169914049887,29932270.331604537
147,49.885124115956984,19.0,39.0,664,0.07512819896981474,30390436.583365887
148,31.867811324698735,20.0,23.0,490,0.06503634964224232,30547175.894177794
149,60.13826458417372,38.0,46.0,508,0.11838241059876717,28998674.025781758
150,63.605977137689834,39.0,40.0,685,0.09285544107691947,26429019.7612374
151,21.467103925399034,12.0,15.0,622,0.034513028818969504,32850718.545311783
152,47.24701236770245,21.0,35.0,612,0.077201000600821,30430655.51648517
153,66.28301684315855,39.0,46.0,600,0.11047169473859758,16006651.260598812
154,51.83362879207611,32.0,40.0,586,0.0884532914540548,21191814.452432275
155,57.33414686858279,30.0,40.0,657,0.08726658579692967,27912826.587774064
156,32.461734777530125,20.0,22.0,591,0.054926793193790395,22787171.700047147
157,82.2773190609525,68.0,41.0,586,0.14040498133268345,20491714.17107175
158,28.601470508735446,7.0,25.0,639,0.044759734755454535,31367104.623274468
159,77.53145857908231,64.0,42.0,684,0.1133500856419332,15549001.762583159
160,33.62049935181331,20.0,20.0,549,0.06123952523098963,20837477.838174034
161,41.26820689908491,27.0,27.0,659,0.06262246873912733,24624750.068344187
162,32.43594242881577,22.0,20.0,634,0.051160792474472826,20633372.29117404
163,61.85443534735236,47.0,39.0,646,0.09574989991850211,22091140.851831898
164,57.78844003678523,42.0,37.0,680,0.08498300005409593,19838668.651743483
165,41.40177335573063,12.0,39.0,598,0.06923373470857966,16763597.057215182
166,53.24792218466982,41.0,27.0,696,0.07650563532280147,16002067.57879411
167,54.130298542083466,23.0,44.0,672,0.08055103949714801,18544493.69448034
168,55.26036845617213,39.0,20.0,592,0.09334521698677725,18641146.179807775
169,51.16383245908541,15.0,46.0,655,0.07811272131158079,21502918.31374202
170,34.72354365436401,18.0,25.0,645,0.05383495140211474,15414677.477921141
171,59.72452456275996,38.0,36.0,660,0.09049170388296963,17315394.953438226
172,63.33827389479178,50.0,30.0,681,0.0930077443389013,16670669.874820435
173,46.69122818438706,23.0,37.0,623,0.07494579162822963,15478376.265049683
174,47.051729640739055,39.0,22.0,690,0.06819091252281022,17059910.778368827
175,30.38834687496627,18.0,20.0,677,0.044886775295371155,29493470.50077083
176,21.556349186104043,13.0,13.0,586,0.036785578815877205,29935846.657269754
177,26.16580850389279,11.0,20.0,569,0.045985603697526876,22258373.023660533
178,64.55486383555781,47.0,39.0,499,0.12936846460031626,13582130.141951146
179,56.46607736477917,43.0,26.0,651,0.08673744602884664,13914334.185408153
180,63.646108259136135,53.0,29.0,678,0.09387331601642497,17859578.455231294
181,23.414025448856016,6.0,22.0,686,0.03413123243273472,15986636.007250514
182,59.08237341999402,13.0,57.0,636,0.09289681355344971,14879695.968367826
183,61.10143194029962,37.0,43.0,586,0.1042686551882246,13335447.764932547
184,25.777805788256686,13.0,20.0,633,0.04072323189298055,30774908.225644585
185,28.125096799826657,18.0,21.0,612,0.04595604052259258,13979805.47972475
186,69.83294182660656,34.0,57.0,649,0.10760083486380055,14907173.139097355
187,59.440221784979265,37.0,46.0,560,0.10614325318746297,46489438.93876231
188,46.03725215334876,32.0,27.0,603,0.07634701849643244,33813836.27592713
189,70.85429777565035,39.0,58.0,562,0.12607526294599708,35192401.15882131
190,40.04536101718726,20.0,21.0,620,0.06458929196320526,37552235.96718666
191,9.799378369507599,3.0,9.0,642,0.015263829235993145,36729713.76187749
192,24.638718741490422,23.0,7.0,550,0.0447976704390735,13422941.692932475
