path_num,teo_path_dist,teo_path_Xdist,teo_path_Ydist,teo_path_time,avg_path_vel,energy
118,47.970562748477136,28.0,31.0,842,0.05697216478441465,12852046.906295491
119,35.28104549752458,15.0,31.0,855,0.04126438069885916,13711603.99570217
120,23.14213562373095,15.0,12.0,910,0.02543091826783621,7470520.2125323815
121,38.47282206285686,33.0,17.0,825,0.04663372371255377,2931763.728719612
122,25.995892125471595,12.0,21.0,755,0.03443164519930013,9269512.161272183
123,34.126905012575584,23.0,20.0,787,0.04336328464113797,6086470.466293138
124,28.10578072605188,22.0,16.0,792,0.03548709687632813,9979603.921429299
125,32.78596105542379,22.0,20.0,861,0.03807893270084064,10971715.42274826
126,28.35287001745691,20.0,18.0,734,0.038627888307162,8790043.372476641
127,41.62080123702824,36.0,17.0,690,0.06032000179279455,4766608.842773402
128,26.018922826800488,16.0,20.0,633,0.0411041434862567,8043401.235881806
129,26.28900079855098,18.0,16.0,727,0.03616093644917604,11561276.506845256
130,18.39647102928298,9.0,15.0,783,0.023494854443528713,13173860.672780465
131,38.97855428796,23.0,28.0,758,0.05142289483899736,6653236.133933174
132,32.1212336965302,20.0,24.0,628,0.051148461300207324,8459473.103563162
133,36.66868994957727,16.0,30.0,800,0.04583586243697159,11180065.86919338
134,27.443348829783673,8.0,23.0,780,0.03518378055100471,7506597.406479301
135,46.75006092790689,23.0,32.0,854,0.054742460102935465,13119293.425518647
136,35.66328964630569,27.0,17.0,890,0.04007111196214123,8846515.563222408
137,20.22489815402917,16.0,11.0,804,0.02515534596272285,12676005.752333332
138,51.30282611446967,26.0,43.0,723,0.07095826571849194,9223303.292930955
139,22.112466684285057,16.0,13.0,661,0.03345305095958405,9758141.571200512
140,32.73466954459829,22.0,23.0,830,0.039439360897106375,7152160.920434215
141,25.26873363365674,14.0,15.0,844,0.029939257859782867,6259625.385643534
142,45.35128915145594,21.0,36.0,850,0.05335445782524228,7784085.429210687
143,22.62741699796952,18.0,12.0,691,0.03274590014177933,9929060.440531788
144,32.83802547088365,17.0,23.0,708,0.04638139190802776,11685684.80676938
145,27.665621261737517,13.0,20.0,748,0.03698612468146727,3460106.9629371753
146,28.543212307077685,22.0,13.0,742,0.038467941114659954,9590926.182390027
147,48.98285286849628,29.0,30.0,962,0.05091772647452836,11575782.855452448
148,13.91118965504441,13.0,3.0,672,0.020701175081911324,10725245.551708128
149,25.760085048857043,23.0,9.0,652,0.03950933289702,8843974.595864004
150,35.920839966728444,23.0,23.0,588,0.06108986388899395,2737563.7807496134
151,30.121552261809803,20.0,21.0,909,0.03313702119010979,5372861.396128858
152,37.35530307777705,12.0,31.0,922,0.040515513099541274,8223489.046332041
153,36.39919578278432,27.0,20.0,756,0.048147084368762326,3872611.5641215984
154,25.098383297330525,19.0,16.0,714,0.03515179733519681,9381247.643521266
155,46.985745408244206,26.0,35.0,872,0.05388273555991308,11386161.976229612
156,38.0415945787923,27.0,12.0,944,0.04029829934194099,10850086.09032122
157,33.71546274997614,32.0,7.0,819,0.04116662118434205,11380362.170190305
158,19.217932986685508,13.0,11.0,766,0.025088685361208236,8930786.74285809
159,39.145737192005576,27.0,19.0,702,0.05576315839317034,11699061.705812478
160,23.970562748477143,13.0,18.0,709,0.03380897425737256,5838175.090857828
161,33.36954569969487,15.0,29.0,753,0.04431546573664657,6542443.569684958
162,40.36303184362585,16.0,34.0,699,0.05774396544152482,9707374.26997969
163,43.24871570625379,33.0,26.0,858,0.050406428562067354,11820443.03819555
164,29.168915015025444,13.0,21.0,898,0.03248208799000606,14199717.860007698
165,28.548745346623242,23.0,14.0,929,0.030730619318216624,14590864.70565492
166,22.112009254372637,11.0,19.0,727,0.030415418506702388,9514860.123766785
167,39.8285846200617,30.0,21.0,703,0.05665517015656003,3054891.600664258
168,24.384776310850235,19.0,13.0,695,0.03508600908036005,7532954.962222642
169,31.731166062651383,20.0,18.0,827,0.038369003703326944,12648028.892052775
170,34.958372398374486,18.0,22.0,608,0.057497323023642244,8136266.128337009
171,50.534903474064045,34.0,35.0,922,0.05481009053586122,11299496.27806146
172,41.70135560573422,22.0,32.0,749,0.055676042197241954,10371171.615190256
173,43.16054403343533,22.0,35.0,870,0.04960982072808658,9761283.50069813
174,31.731166062651383,18.0,20.0,834,0.038046961705817006,7398882.290163016
175,48.87697583967078,24.0,36.0,766,0.0638080624538783,11752313.781880334
176,21.65685424949238,16.0,12.0,722,0.02999564300483709,9998196.204941705
177,36.6973592117593,34.0,13.0,806,0.0455302223470959,10074918.73450288
178,23.750222989126254,9.0,21.0,854,0.027810565561037767,8415017.041367881
179,31.942420763367366,21.0,18.0,670,0.04767525487069756,8589586.145287422
180,28.815967813364473,9.0,23.0,696,0.041402252605408724,1107981.97946778
181,37.434574747767066,23.0,25.0,795,0.04708751540599631,6944246.8706957875
182,32.44334882978367,18.0,18.0,784,0.04138182248696897,5726618.227400197
