path_num,teo_path_dist,teo_path_Xdist,teo_path_Ydist,teo_path_time,avg_path_vel
147,42.817761473900894,-3,-1,641,0.06679837983447877
148,34.890183590859046,2,5,680,0.051309093515969184
149,20.021912431484132,-2,-1,687,0.02914397733840485
150,21.77269903474535,1,-1,683,0.03187803665409275
151,28.091805973995648,1,2,677,0.04149454353618264
152,4.0,-2,0,634,0.006309148264984227
153,12.886349517372675,0,-1,688,0.018730159182227726
154,53.971212001594395,4,0,673,0.08019496582703477
155,20.40312423743285,-4,1,608,0.03355777012735666
156,25.637372484951403,-2,0,698,0.0367297600070937
157,14.69890871741394,-5,-2,676,0.021743947806825353
158,26.064939439489724,1,-2,683,0.03816242963322068
159,25.85935685643283,2,1,679,0.03808447254261094
160,16.99460169804673,0,0,652,0.026065340027679032
161,15.63441361516796,1,-1,643,0.024314795669001493
162,23.99070478491457,0,2,654,0.036683034839318916
163,20.12700253874982,0,-6,671,0.029995532844634607
164,29.743949913967686,-4,1,667,0.04459362805692307
165,13.877054302287243,-2,-2,633,0.02192267662288664
166,19.114246608320066,3,1,687,0.027822775266841435
167,13.659736682863219,0,0,656,0.020822769333632956
168,16.733433128760744,-1,1,602,0.027796400546114194
169,14.313755207963359,1,-3,664,0.021556860252956864
170,14.935664825658925,-2,0,611,0.024444623282584167
171,55.46222306420262,0,2,692,0.08014772119104424
172,53.120507040939586,5,4,638,0.08326098282278932
173,53.90931865118176,6,6,647,0.08332197627694245
174,48.03872097986757,5,7,691,0.06952058028924395
175,21.777034390417416,0,-4,607,0.035876498172022105
176,21.055211184844474,0,-4,633,0.03326257691128669
177,26.860388958531964,-2,-1,649,0.041387348164147866
178,30.560461345200707,4,4,644,0.04745413252360358
179,14.549823185463149,-1,0,572,0.02543675382073977
180,14.877054302287245,0,-1,691,0.021529745734134943
181,22.09879038290805,1,-2,673,0.03283624128218135
182,14.772699034745349,-1,0,618,0.023904043745542634
183,36.51214015828984,3,6,630,0.05795577802903149
184,80.31152001330979,7,4,660,0.12168412123228756
185,21.281657598242713,2,-6,694,0.03066521267758316
186,26.775063126797992,2,1,671,0.03990322373591355
187,16.029986668237004,-1,6,602,0.02662788483095848
188,45.317821063276355,-3,7,635,0.07136664734374229
189,14.207365565700727,0,-3,612,0.02321464961715805
190,15.255832815336875,-1,-1,648,0.023542951875519868
191,11.404918347287666,0,0,630,0.018103044995694706
192,16.14218233270955,0,1,690,0.023394467148854417
193,9.23606797749979,0,0,688,0.01342451740915667
194,31.93997498605835,-2,1,640,0.04990621091571617
195,28.52112826116721,-1,-3,608,0.04690975042955133
196,20.758347305012318,-4,-1,620,0.03348120533066503
197,26.403090609450427,-3,-1,612,0.04314230491740266
198,34.95607056343992,3,2,613,0.05702458493220216
199,18.971297588200937,0,-1,642,0.02955030776978339
200,19.698920015097862,0,1,636,0.030973144677826827
201,14.851841083363698,2,0,626,0.023724985756172042
202,58.17300686385852,7,3,689,0.08443106946859001
203,60.52270752507802,4,1,698,0.0867087500359284
204,38.72197972416802,7,-4,616,0.06286035669507796
205,20.88840561167142,-1,2,560,0.03730072430655611
206,13.242640687119286,0,-1,603,0.021961261504343757
207,45.634547978372424,4,3,660,0.06914325451268549
208,37.063498201457044,7,7,686,0.05402842303419394
209,70.11636199941609,3,2,684,0.10250930116873697
210,35.54913411393678,-6,2,656,0.054190753222464604
211,26.755885058835705,1,0,660,0.0405392197861147
212,55.70047916404877,4,-5,667,0.0835089642639412
213,70.53746686439413,5,4,669,0.1054371702008881
214,34.710963508494146,-2,-7,567,0.0612186305264447
215,25.043291423591945,0,-1,646,0.03876670499008041
216,30.558743585012568,-5,-1,637,0.04797290986658174
217,14.399582593338554,-3,1,691,0.02083875917994002
218,11.307135789365265,0,-1,648,0.01744928362556368
219,38.40661561753962,3,3,600,0.0640110260292327
220,28.81375310438986,-1,-3,653,0.044125196178238686
221,25.195583308462574,-4,2,668,0.03771793908452481
222,15.02921998082742,2,0,612,0.0245575489882801
223,33.61835374283956,2,-3,631,0.05327789816614827
224,25.446524223763884,2,4,686,0.037094058635224324
225,13.594553449872045,-1,-1,639,0.02127473153344608
226,17.90611435520976,0,0,656,0.027295906029283168
227,27.831946839278007,-3,4,571,0.04874246381659896
228,42.998373854579626,4,-6,630,0.06825138707076131
229,19.903065500727703,-1,-1,673,0.029573648589491387
230,11.06449510224598,-1,-4,607,0.018228163265644116
231,17.611937569548864,0,-2,638,0.027604917820609504
232,20.85764710557361,0,-1,649,0.03213813113339539
233,59.44511452811863,4,1,678,0.08767716007097143
234,36.547788888701554,-7,-2,641,0.05701683133962801
235,15.757519240785621,-4,-1,644,0.02446819757885966
236,10.47213595499958,0,0,665,0.01574757286466102
237,13.848191962583275,-1,0,586,0.02363172689860627
238,19.502044066572196,0,-2,663,0.02941484776255233
239,15.918151423253546,0,-2,632,0.025186948454515103
240,23.97824547353285,5,1,674,0.035576031859841026
241,15.895804660363009,-1,0,667,0.023831791094997015
242,42.17521787571504,2,1,673,0.062667485699428
243,61.520454759697486,4,-4,666,0.09237305519474097
244,29.48528137423857,0,-7,624,0.04725205348435668
245,33.316636963080825,0,2,665,0.050100205959520035
246,18.369643225869105,-3,-1,698,0.026317540438207887
247,19.578685525167117,2,3,670,0.02922191869427928
248,17.994886531399384,-1,2,653,0.027557253493720343
249,12.70820393249937,2,-1,667,0.019052779508994557
250,23.255832815336873,0,2,649,0.035833332535187785
251,20.334858360407843,0,-4,644,0.03157586701926684
252,21.5492991010802,-1,-4,634,0.03398943075880158
253,34.37836352913564,-5,3,682,0.05040815766735431
254,23.061772596780045,-2,-4,608,0.037930547034177704
255,30.08081037100749,0,-2,654,0.04599512289144876
256,15.27151432450718,1,-4,697,0.021910350537313026
257,22.291453115637207,0,2,624,0.03572348255711091
258,35.975462900362544,0,3,656,0.0548406446651868
259,24.142310937184728,2,-3,656,0.03680230325790355
260,42.19457702387525,0,2,656,0.06432100156078543
261,21.522750576399805,4,3,585,0.036791026626324455
262,54.91551686087102,7,-2,616,0.08914856633258283
263,26.36359671650724,3,2,665,0.03964450634061239
264,13.307135789365265,-1,0,643,0.020695390030117052
265,13.48110816796639,0,0,678,0.01988364036573214
266,27.80797763330837,-1,0,688,0.040418572141436584
267,64.96053754893072,2,-6,668,0.09724631369600406
268,28.516651170208014,-2,-6,686,0.041569462347242
269,13.576491222541474,-1,2,686,0.019790803531401564
270,29.885777358823518,0,1,678,0.04407931763838277
271,24.47603286813174,-2,1,687,0.03562741319960952
272,21.76782893563237,3,1,672,0.03239260258278626
273,18.077687230463567,0,1,687,0.02631395521173736
274,24.375880889732997,1,0,673,0.03621973386290193
275,38.24036533462686,0,6,639,0.059844077205988826
276,48.13523736828016,-1,-5,655,0.07348891201264146
277,52.17287128166704,0,6,654,0.0797750325407753
278,59.13978283705917,-3,-6,691,0.0855857928177412
279,43.51792452395087,4,-6,617,0.0705314822106173
280,36.03894814256583,3,-5,697,0.05170580795203132
281,20.18033988749895,3,3,556,0.036295575337228325
282,25.468467398328933,1,0,647,0.03936393724625801
283,18.95741732923815,-2,-2,674,0.028126731942489838
284,18.2450401904666,0,2,680,0.02683094145656853
285,22.645080951138155,-2,0,654,0.03462550604149565
286,14.82842712474619,0,-2,614,0.024150532776459593
287,14.906114355209759,0,-1,639,0.02332725251206535
288,18.777034390417416,-2,3,642,0.029247717119030243
289,16.68323850592756,0,1,596,0.027992010915985837
290,21.23574497538117,-3,2,647,0.032821862403989446
291,33.06225774829855,0,4,652,0.05070898427653152
292,5.414213562373095,0,2,626,0.00864890345427012
293,17.47213595499958,0,3,691,0.025285290817654963
294,13.94427190999916,-2,-1,665,0.02096882993984836
295,19.284695155040843,2,-1,687,0.02807088086614388
296,17.027034440297378,1,2,657,0.025916338569706817
297,18.684576820534954,1,-2,652,0.028657326411863426
298,49.95733482941392,-1,6,685,0.07293041580936338
299,50.26176086630278,3,-7,626,0.08029035282156993
300,22.414213562373096,0,5,594,0.037734366266621376
301,49.72485088239857,0,-7,627,0.07930598226857827
302,12.650281539872886,0,-2,695,0.018201843942263145
303,58.20302858690963,1,2,630,0.09238575966176132
304,16.148755042329043,-7,-3,564,0.02863254440129263
305,34.33937829594816,3,2,635,0.05407776109598135
306,29.575713109612924,-5,-1,678,0.04362199573689222
307,15.99358721828541,1,-3,697,0.022946323125230143
308,24.77269903474535,-1,0,685,0.036164524138314384
309,31.911909895783953,-4,3,602,0.053009817102631154
310,38.71949571484362,-1,-6,640,0.060499212054443155
311,72.57397097479792,5,-3,653,0.11113931236569359
312,32.21230409337031,-6,-5,561,0.057419436886578086
313,27.418110475505255,2,3,683,0.04014364637702087
314,26.719495714843617,0,5,617,0.043305503589697925
315,32.419560830835024,0,3,619,0.05237408857970117
316,15.176706744056354,2,-1,653,0.023241511093501307
317,15.906114355209759,0,-2,659,0.024136744089847888
318,41.32306977054121,0,2,630,0.0655921742389543
319,23.61577310586391,1,7,673,0.03509030179177401
320,27.60483763002836,-3,7,634,0.04354075335966618
321,16.31883050779801,-1,-3,621,0.02627830999645412
322,18.064495102245978,0,0,675,0.02676221496629034
323,17.163514615838764,-1,-1,623,0.027549782689949863
324,16.764091950405117,-3,0,685,0.02447312693489798
325,11.650281539872886,-1,0,653,0.017841166217263223
326,50.533718885950265,4,0,562,0.0899176492632567
327,66.45797357310488,7,2,653,0.10177331328193703
328,34.26824894836244,7,1,619,0.05536066065971315
329,36.71268985856263,-7,3,658,0.055794361487177244
330,11.812559200041264,-1,1,585,0.020192408888959425
331,16.06737753561682,1,-1,664,0.02419785773436268
332,27.62084428835003,4,-2,667,0.04141056115194907
333,35.26678233953662,-6,0,574,0.06144038735110909
334,19.338984404224732,0,2,670,0.02886415582720109
335,22.49409509546231,4,-2,697,0.03227273327899901
336,23.42619347546254,-4,-2,608,0.038529923479379176
337,34.8650338853628,3,0,673,0.051805399532485585
338,44.08463580017414,-7,3,614,0.07179908110777547
339,15.03544634700739,0,0,587,0.025614048291324343
340,18.84161925296378,2,1,606,0.031091780945484787
341,22.84600658362259,0,-3,670,0.03409851728898894
342,28.1198802403834,1,-4,696,0.040402126782160055
343,29.674036484022633,4,0,699,0.04245212658658459
344,28.35025222018323,3,3,642,0.04415927137100192
345,37.57189118910468,0,3,656,0.05727422437363519
346,20.021959140462727,-7,3,649,0.030850476333532707
347,55.94786256753837,0,3,681,0.08215545164102551
348,27.242912462731468,-3,-5,694,0.03925491709327301
349,30.536308055126938,-2,-1,686,0.0445135685934795
350,13.877054302287245,-2,-2,656,0.021154046192511045
351,14.186912597118445,-2,1,666,0.02130167056624391
352,12.07768723046357,1,-2,652,0.01852406016942265
353,20.407145185156526,3,-2,663,0.030780007820748908
354,15.436860833581019,-2,-2,659,0.023424675013021274
355,26.638533004209187,-1,2,666,0.0399977973036174
356,26.790966462797588,1,-5,684,0.03916807962397308
357,32.62015907244392,2,0,649,0.05026218655230188
358,21.33859550720445,-2,-3,637,0.03349858007410431
359,18.43397840021018,4,1,575,0.03205909286993075
360,22.396196041438465,-1,-1,624,0.03589133980999754
361,38.80844501621367,1,3,672,0.05775066222650843
362,66.79114452654815,-7,1,671,0.09953970868338026
363,31.83719413699133,4,0,666,0.04780359480028728
364,24.358488787947355,-3,3,584,0.04170974107525232
365,31.723371656485327,1,2,678,0.04678963371163027
366,18.851074395954114,1,1,648,0.029091164191287214
367,33.77927174436485,-2,-3,640,0.05278011210057008
368,32.87536555138203,0,-5,697,0.04716695201059115
369,11.82842712474619,0,3,634,0.018656825117896198
370,6.242640687119285,0,0,660,0.00945854649563528
371,13.576491222541474,1,0,630,0.021549986067526148
372,13.142182332709549,-2,0,623,0.02109499571863491
373,18.67004637770997,-2,-2,593,0.031484057972529456
374,46.03422681952786,-3,0,655,0.07028126231988986
375,19.09238425596913,-1,-6,639,0.029878535611845274
376,27.862713870238135,-3,0,633,0.0440169255453999
377,34.01924793268071,1,-3,672,0.05062388085220344
378,27.26644234024763,1,-2,661,0.04125029098373317
379,46.551005949931366,2,3,572,0.08138287753484505
380,46.01382462429468,5,6,625,0.07362211939887149
381,21.86563623409701,-5,-3,641,0.03411175699547116
382,20.79567677342674,1,-1,676,0.030762835463649028
383,53.983754876694725,-3,5,612,0.0882087497985208
384,18.738768882709856,0,-7,666,0.02813628961367846
385,10.46284073991415,1,-3,614,0.017040457231130537
386,10.70820393249937,-1,-2,645,0.016601866562014525
387,12.22677276241436,-1,-2,652,0.01875271896075822
388,21.669204366673373,-1,-2,617,0.03512026639655328
389,31.476816489553418,-5,2,579,0.05436410447245841
390,23.585269532470537,4,-1,624,0.037796906302036117
391,19.535657871264736,1,-1,587,0.03328050744678831
392,42.275270137885926,-2,6,671,0.06300338321592537
393,29.479556723269177,4,-5,659,0.04473377347992288
394,27.370756338710773,7,1,664,0.04122101858239574
395,49.17506844222902,-5,1,680,0.07231627712092503
396,22.32780272076482,5,0,698,0.031988256046941
397,16.10853701402671,-1,0,600,0.026847561690044514
398,28.11523157919559,7,2,569,0.049411654796477314
399,21.880301702715304,1,0,640,0.034187971410492665
400,14.89292222699217,-2,-2,595,0.025030121389902807
401,17.16263530129183,-2,-2,655,0.026202496643193633
402,18.703493761291295,2,2,624,0.029973547694377076
403,33.48222399993669,1,1,685,0.048879159123995174
404,20.659048552118023,-4,5,571,0.03618047031894575
405,18.91118965504441,-2,1,693,0.027288873961103046
406,35.53895973005325,-4,3,612,0.05807019563734191
407,57.12350918644305,1,5,632,0.09038529934563774
408,35.17160476336519,0,-6,624,0.05636475122334165
409,11.650281539872886,-1,0,645,0.018062451999802925
410,26.33525890690693,0,3,620,0.04247622404339827
411,23.221437008465248,0,3,653,0.035561159277894716
412,35.89889534092637,4,-2,671,0.053500589181708455
413,26.875260192432428,5,2,616,0.04362866914355914
414,23.99461299573065,-2,0,668,0.03592007933492612
415,19.142870463454745,-2,0,605,0.03164110820405743
416,21.92364183909941,0,-3,679,0.03228813231089751
417,26.20714373887143,-3,-2,573,0.04573672554776864
418,14.87048159266775,1,1,650,0.022877663988719616
419,27.389050422582738,3,0,692,0.03957955263379009
420,33.793645065502005,-1,1,607,0.055673220865736416
421,52.17907472681518,-6,2,602,0.0866762038651415
422,50.118431377916416,6,2,583,0.08596643461049128
423,12.65685424949238,-5,0,606,0.020885898101472573
424,37.08839836414194,0,2,603,0.061506464948825765
425,20.64516807127227,-4,-1,624,0.03308520524242351
426,18.80983669457533,0,0,601,0.03129756521559955
427,22.522750576399805,2,-2,631,0.03569374100855754
428,25.414213562373096,0,6,636,0.03995945528675015
429,21.132560768607995,0,1,654,0.03231278404985932
430,42.27883119825144,1,-1,689,0.06136259970718641
431,41.73328658919532,5,-1,644,0.06480324004533436
432,22.629453755754593,-2,3,595,0.03803269538782285
433,24.904902140081617,2,-2,652,0.03819770266883683
434,18.87048159266775,1,1,638,0.029577557355278606
435,14.30056307974577,-3,0,623,0.022954354863155328
436,19.322727420930168,0,2,586,0.032973937578379124
437,21.255832815336873,-3,-1,696,0.03053998967720815
438,32.38756487278719,-3,0,641,0.05052662226643867
439,24.922415319474503,-1,5,669,0.03725323665093349
440,21.823530538003492,2,0,606,0.0360124266303688
441,19.117707323664387,-4,-1,694,0.027547128708450126
442,46.17294697818794,2,-2,672,0.06870974252706538
443,40.898022783415364,5,-3,613,0.06671781857000875
444,32.315028248709936,4,-2,624,0.05178690424472746
445,19.422980574618236,-6,-3,691,0.028108510238231892
446,20.29832572579834,-2,0,615,0.03300540768422494
447,52.07721906585259,0,-5,586,0.08886897451510681
448,17.422980574618236,2,-5,636,0.027394623544997228
449,12.491900792836663,-2,0,643,0.019427528449201655
450,14.313755207963359,1,-1,698,0.02050681261885868
451,15.092669089321785,1,0,660,0.02286768043836634
452,38.61066110730054,-3,1,620,0.06227525985048474
453,34.51252988035161,4,5,694,0.049729870144598856
454,40.47870866461906,-1,0,656,0.06170534857411442
455,24.191999356206374,0,-6,594,0.04072727164344507
456,38.110755627699696,2,-5,680,0.05604522886426426
457,32.12741578601708,-5,-2,636,0.05051480469499541
458,21.166174573300538,0,1,648,0.032663849650155154
459,21.730321564705168,-3,0,684,0.03176947597179118
460,31.767538755507413,0,3,689,0.046106732591447624
461,25.660424813608415,1,-5,597,0.042982286119947095
462,46.277662556292086,0,2,570,0.08118888167770541
463,23.705666678010303,0,-6,688,0.03445591086920102
464,22.31375520796336,1,1,661,0.03375757217543625
465,31.766318788273978,0,-2,650,0.048871259674267656
466,37.25957832073041,4,0,583,0.06391008288289951
467,18.91452350444848,-1,0,671,0.028188559619148255
468,36.106418869627696,-2,0,675,0.053490990917966955
469,66.7145277629673,-7,6,671,0.09942552572722399
470,31.41291261861695,2,4,619,0.05074783944849265
471,30.135780848678884,1,3,664,0.04538521212150434
472,16.792463872582434,-2,-3,582,0.028853030708904527
473,8.06449510224598,0,0,656,0.012293437655862775
474,24.78883873506246,0,1,588,0.04215788900520826
475,16.91930648342735,-4,-2,664,0.025480883258173718
476,37.94316171738498,0,-3,677,0.056046029124645465
477,15.084259940083065,-2,-7,665,0.02268309765426025
478,36.717202225211345,3,2,631,0.05818891002410673
479,25.476471310671645,-5,0,642,0.03968297711942624
480,17.099941449253368,2,0,664,0.025752923869357482
481,18.446972815209225,-1,-2,672,0.027450852403585156
482,32.33236498562664,1,2,673,0.04804214708116886
483,36.28225730246038,4,0,693,0.05235534964279997
484,50.0732635118716,5,-4,663,0.07552528433163137
485,30.440549945271922,3,0,641,0.04748915748092344
486,28.50533696595072,0,-5,661,0.04312456424500865
487,37.8067107224895,-5,-1,689,0.05487185881348258
488,35.298325725798335,4,5,624,0.05656782968877938
489,53.7376123997678,4,7,699,0.07687784320424577
490,60.14340455134979,-7,4,699,0.08604206659706694
491,29.656935467061587,-4,3,633,0.04685139884211941
492,23.031021009151967,0,-1,689,0.033426735862339574
493,14.008767012245139,1,-4,588,0.023824433694294454
494,14.87048159266775,0,0,604,0.024620002636867134
495,13.886349517372675,0,2,647,0.02146267313349718
496,34.63192490799676,0,7,698,0.04961593826360568
497,30.42955328423773,3,-2,696,0.043720622534824324
498,12.0,1,-1,640,0.01875
499,12.714776642118865,0,0,598,0.021262168297857636
500,24.950284871465666,2,0,673,0.03707323160693264
501,10.23606797749979,-3,0,597,0.017145842508374858
502,15.497365151260954,0,-2,697,0.022234383287318443
503,27.00980032187211,2,0,675,0.04001451899536609
504,15.491900792836665,1,0,681,0.022748752999760154
505,21.086659443430378,0,1,663,0.03180491620426905
506,39.31370849898477,0,2,664,0.059207392317748145
507,50.786800445212535,-1,7,654,0.07765565817310785
508,46.23190301748528,1,-7,666,0.06941727179802594
509,17.959816832585464,2,-5,627,0.02864404598498479
510,36.99970559545444,1,-2,697,0.053084226105386566
511,42.50500804330969,-5,0,681,0.0624155771561082
512,17.43397840021018,0,-4,667,0.026137898650989776
513,16.963990038857645,-3,2,670,0.025319388117697978
514,10.242640687119286,2,0,553,0.01852195422625549
515,54.885455515223256,5,0,625,0.0878167288243572
516,37.96557293723154,1,-7,597,0.06359392451797578
517,22.237527218518668,0,-3,696,0.03195047014154981
518,33.1422129778859,2,0,685,0.04838279266844656
519,18.06449510224598,-1,-1,699,0.025843340632683807
520,19.23606797749979,-2,0,647,0.029731171526274792
521,26.320672473277526,0,3,627,0.04197874397651918
522,27.31375520796336,0,5,628,0.04349324077701172
523,30.52043264291889,-3,-2,673,0.045349825620979035
524,62.17020197938735,-4,-6,658,0.09448358963432728
525,68.15433043016294,4,7,694,0.09820508707516275
526,51.467285307512064,-6,3,656,0.07845622760291474
527,21.835159762270592,-3,-2,604,0.036150926758726144
528,14.87048159266775,-1,1,606,0.02453874850275206
529,13.650281539872886,0,1,659,0.02071362904381318
530,11.89292222699217,-1,-2,614,0.019369580174254348
531,14.38905042258274,-2,-2,671,0.021444188409214218
532,60.613307423653254,-1,3,656,0.0923983344872763
533,33.56737259330773,-5,4,688,0.04878978574608682
534,27.255249359103793,0,6,644,0.04232181577500589
535,26.82842712474619,-2,2,620,0.04327165665281644
536,13.28538328578604,0,-3,699,0.019006270795115937
537,14.721349351738361,1,0,668,0.022037948131344853
538,27.135675679561068,-3,0,687,0.03949880011580941
