route_num|point|simTime|tankMass|RHO|target_rho|log 
0|0|0|10.0009892578125|0|0|STATIC tankmass 
0|0|0|10.0009892578125|0|0|STATIC tankmass 
1.0|3.0|0.0|10.0009892578125|1.0|4.045389505336061e-05|STATIC tankmass 
1.0|0.0|100.04998779296875|10.0009892578125|0.09986066818237305|0.015880608931183815|STATIC tankmass 
1.0|0.0|100.04998779296875|10.0009892578125|0.09986066818237305|0.015880608931183815|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|0.0|10.0009892578125|3.900139331817627|0.01439526304602623|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|STATIC tankmass 
2.0|4.0|13.050000190734863|10.0009892578125|3.900139331817627|3.900179862976074|DRONE out of control and lost the TARGET 
2.0|3.0|0.0|10.0009892578125|1.0|0.0|STATIC tankmass 
2.0|3.0|0.0|10.0009892578125|1.0|0.0|STATIC tankmass 
2.0|3.0|0.0|10.0009892578125|1.0|0.0|STATIC tankmass 
2.0|3.0|0.0|10.0009892578125|1.0|0.0|STATIC tankmass 
2.0|3.0|6.199999809265137|10.0009892578125|0.9800000190734863|0.02002948708832264|STATIC tankmass 
2.0|3.0|7.199999809265137|10.0009892578125|0.9599999785423279|0.03909359127283096|STATIC tankmass 
2.0|3.0|8.25|10.0009892578125|0.9399999976158142|0.055054038763046265|STATIC tankmass 
2.0|3.0|9.300000190734863|10.0009892578125|0.9200000166893005|0.06642242521047592|STATIC tankmass 
2.0|3.0|10.300000190734863|10.0009892578125|0.8999999761581421|0.07309000939130783|STATIC tankmass 
2.0|3.0|11.350000381469727|10.0009892578125|0.8799999952316284|0.07357345521450043|STATIC tankmass 
2.0|3.0|12.350000381469727|10.0009892578125|0.8600000143051147|0.07013539969921112|STATIC tankmass 
2.0|3.0|13.350000381469727|10.0009892578125|0.8400000333786011|0.06286108493804932|STATIC tankmass 
2.0|0.0|100.20001220703125|10.0009892578125|0.09986066818237305|0.015463357791304588|STATIC tankmass 
2.0|0.0|100.20001220703125|10.0009892578125|0.09986066818237305|0.015463357791304588|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
3.0|4.0|0.0|10.0009892578125|3.900139331817627|0.014000659808516502|STATIC tankmass 
