path_num,missing_points,teo_point_time,sim_drone_time,teo_point_dist,teo_Xdist,teo_Ydist,teo_point_vel,Energy
1,4,65,63.1500015258789,5.0990195135927845,5,-1,0.0784464540552736,518161458.81122905
1,3,139,135.39999389648438,12.041594578792296,-12,-1,0.08663017682584385,464281935.6058736
1,2,127,122.6500244140625,12.041594578792296,12,-1,0.09481570534482123,69684484.51187515
1,1,115,114.04998779296876,12.041594578792296,-12,-1,0.10470951807645475,102826005.87381184
1,0,118,118.0999755859375,14.422205101855956,12,8,0.12222207713437251,133062553.07605207
2,3,79,71.10000610351562,14.035668847618199,14,-1,0.1776666942736481,37516458.75933408
2,2,75,74.04998779296875,1.0,-1,0,0.013333333333333334,214477862.9574637
2,1,121,121.0,0.0,0,0,0.0,1354677961.444968
2,0,78,77.04998779296875,1.0,-1,0,0.01282051282051282,60741735.61614679
3,2,64,61.94999694824219,4.242640687119285,-3,3,0.06629126073623882,108416640.5474137
3,1,141,137.80000305175778,14.035668847618199,14,-1,0.09954375069232765,108866820.11507733
3,0,61,59.04998779296875,2.23606797749979,-1,-2,0.03665685209016049,18076078.283548884
4,2,110,105.09999084472656,2.23606797749979,2,-1,0.020327890704543543,70943072.37864172
4,1,109,101.89999389648438,1.4142135623730951,-1,1,0.012974436352046745,47119689.09666034
4,0,138,133.05001831054688,2.23606797749979,1,-2,0.016203391141302825,86351550.60779619
5,1,133,127.70001220703124,3.0,-3,0,0.022556390977443608,43446065.99378092
5,0,109,108.05001831054688,4.123105625617661,4,-1,0.037826657115758354,40839604.83375309
6,1,103,99.84999084472656,5.385164807134504,-2,5,0.05228315346732528,25235605.04669941
6,0,129,120.04998779296876,8.06225774829855,4,-7,0.06249812207983371,36236725.57455488
7,2,96,93.9499969482422,5.385164807134504,-2,5,0.056095466740984416,65624275.16643951
7,1,87,80.60000610351562,2.8284271247461903,2,-2,0.03251065660627805,23470856.201494567
7,0,88,86.05001831054688,1.4142135623730951,-1,-1,0.016070608663330627,61660830.172457576
8,3,84,83.25,10.0,6,-8,0.11904761904761904,32512341.074881274
8,2,92,92.09999084472656,10.04987562112089,-1,10,0.10923777849044446,314983908.04243475
8,1,100,97.94998168945312,2.23606797749979,-1,-2,0.022360679774997897,330063650.41467977
8,0,72,71.10000610351562,2.23606797749979,-1,-2,0.03105649968749708,203829180.92300254
9,2,133,129.0,2.8284271247461903,-2,-2,0.02126636935899391,72643587.97691709
9,1,128,123.04998779296876,14.142135623730951,2,14,0.11048543456039805,55606709.36578501
9,0,97,96.10000610351562,2.8284271247461903,-2,-2,0.0291590425231566,48591639.50271634
10,2,93,88.60000610351562,2.23606797749979,-2,-1,0.024043741693546127,49665763.17234417
10,1,83,81.35000610351562,6.4031242374328485,5,-4,0.07714607514979335,20118438.38296494
10,0,78,74.04998779296875,6.324555320336759,-2,6,0.08108404256841999,14728329.830708018
11,2,98,94.99999237060548,2.23606797749979,-2,-1,0.022817020178569285,33162392.599514585
11,1,85,83.55000305175781,2.0,-2,0,0.023529411764705882,235517354.38177168
11,0,79,78.30000305175781,2.23606797749979,2,-1,0.028304657943035313,85739823.02919355
12,2,84,74.94999694824219,1.0,-1,0,0.011904761904761904,17014772.59374882
12,0,70,67.25,3.605551275463989,-2,-3,0.05150787536377127,35195054.36774052
13,2,137,135.94999694824222,11.40175425099138,-3,11,0.08322448358387868,95683285.30396345
13,1,81,81.0,2.0,2,0,0.024691358024691357,31240956.42318734
13,0,134,125.1500244140625,2.8284271247461903,-2,-2,0.021107665110046196,32543667.477805495
14,3,98,88.94999694824219,14.0,0,14,0.14285714285714285,21980351.16554567
14,2,135,134.64999389648438,1.0,-1,0,0.007407407407407408,37085916.79000851
14,1,107,106.49996948242188,1.4142135623730951,-1,-1,0.013216949181056963,45571825.836549334
14,0,123,122.09994506835938,2.0,2,0,0.016260162601626018,123960383.27974014
15,2,131,129.69999694824222,7.0,0,-7,0.05343511450381679,31645514.654167075
15,1,80,78.70001220703125,10.0,0,10,0.125,15304762.813068235
15,0,109,107.1500244140625,11.180339887498949,-2,-11,0.10257192557338485,72950730.96878253
16,2,78,76.5,7.0710678118654755,1,-7,0.09065471553673686,21227380.521139268
16,1,141,132.09999084472656,6.0,0,6,0.0425531914893617,44643296.25134465
17,2,111,104.9499969482422,2.0,0,-2,0.018018018018018018,20580331.05922151
17,0,117,112.0999755859375,1.0,0,-1,0.008547008547008548,46204582.14084001
18,1,132,122.9499969482422,14.035668847618199,-1,14,0.10633082460316817,25006017.363585465
18,0,114,112.10000610351562,2.0,-2,0,0.017543859649122806,112655339.89017749
19,2,113,111.0,8.06225774829855,-1,-8,0.07134741370175707,27742316.565612238
19,1,121,119.39999389648438,8.246211251235321,2,8,0.06815050620855638,28471360.221712366
19,0,87,84.05001831054688,8.246211251235321,-2,-8,0.09478403737052093,34299856.30678691
20,2,87,107.0999984741211,2.23606797749979,-1,2,0.025701930775859652,29047816.87404754
20,1,113,108.45000457763672,2.8284271247461903,-2,-2,0.025030328537576904,48673992.28441393
20,0,146,144.10003662109375,4.123105625617661,4,-1,0.02824044949053192,267522371.10041228
21,2,128,124.9499969482422,3.605551275463989,3,2,0.028168369339562415,83038935.12154458
21,1,133,127.95001220703124,1.0,0,-1,0.007518796992481203,78190824.44326693
21,0,135,123.05001831054688,4.47213595499958,-4,-2,0.03312693299999689,24488017.21614666
22,3,88,84.59999084472656,1.4142135623730951,-1,-1,0.016070608663330627,44973520.835144244
22,2,140,137.0,4.123105625617661,1,4,0.029450754468697576,43022351.23281549
22,1,77,71.55001831054688,2.8284271247461903,-2,-2,0.036732819801898575,15194484.350587113
22,0,149,144.00003051757812,4.123105625617661,4,1,0.02767184983636014,58485768.50394556
23,1,134,127.05001831054688,4.47213595499958,4,2,0.03337414891790731,52591100.21821465
23,0,133,127.05001831054688,1.0,0,-1,0.007518796992481203,33632661.45851037
24,2,86,83.94999694824219,4.47213595499958,4,-2,0.052001580872088136,105345563.89496896
24,1,107,102.5999755859375,1.0,-1,0,0.009345794392523364,58136737.055725195
24,0,109,105.05001831054688,2.23606797749979,-1,-2,0.020514385114676972,27989521.088948186
25,3,102,99.9499969482422,2.0,0,-2,0.0196078431372549,15403289.747584764
25,2,66,61.94999694824219,10.0,0,-10,0.15151515151515152,5312963.2450397285
