,path_num,missing_points,teo_point_time,sim_drone_time,teo_point_dist,teo_Xdist,teo_Ydist,teo_point_vel,Energy
1256,74,0,60,62.19998168945313,2.23606797749979,-2,-1,0.037267799624996496,2822121.4200423206
1257,75,7,62,68.55000305175781,1.4142135623730951,-1,1,0.022809896167307987,33513541.19268706
1258,75,6,56,63.04998779296875,1.4142135623730951,-1,-1,0.02525381361380527,12802911.480594466
1259,75,5,61,66.19998168945311,2.23606797749979,2,1,0.03665685209016049,3382268.6874090875
1260,75,4,62,66.70001220703125,1.4142135623730951,-1,-1,0.022809896167307987,10004267.631695025
1261,75,3,56,63.95001220703125,1.0,0,1,0.017857142857142856,31657970.550004955
1262,75,2,77,86.94998168945312,1.0,1,0,0.012987012987012988,13644872.67299163
1263,75,1,61,65.64996337890625,2.8284271247461903,-2,-2,0.046367657782724434,11717819.877667425
1264,75,0,53,57.3499755859375,4.47213595499958,4,2,0.08437992367923736,3152326.1583232326
1265,76,9,48,53.79999542236328,3.6055512754639887,-2,-3,0.07511565157216643,28439007.017668746
1266,76,8,43,49.90000915527344,5.656854249492381,4,4,0.13155474998819489,78517881.25233349
1267,76,7,44,48.40000915527344,2.0,0,-2,0.045454545454545456,31580177.45416456
1268,76,6,40,46.29998779296875,2.0,0,-2,0.05,19084694.956969704
1269,76,5,66,78.35003662109375,3.0,0,3,0.045454545454545456,14354578.685064565
1270,76,4,69,74.04995727539062,2.8284271247461903,-2,-2,0.04099169746008972,5776091.342526311
1271,76,3,78,84.50006103515625,2.23606797749979,-2,-1,0.028667538173074224,5773724.009424244
1272,76,2,71,84.0,4.47213595499958,4,2,0.06298783035210677,61117732.54606208
1273,76,1,49,58.54998779296875,2.8284271247461903,-2,-2,0.057723002545840625,8960690.06810214
1274,76,0,51,61.4000244140625,2.0,0,2,0.0392156862745098,12770545.138635624
1275,77,8,59,64.30000305175781,0.0,0,0,0.0,27288674.32594405
1276,77,7,45,52.6500015258789,1.4142135623730951,-1,-1,0.03142696805273545,27844175.184086565
1277,77,5,48,54.20001220703125,4.123105625617661,4,-1,0.0858980338670346,70131148.80016841
1278,77,4,41,43.600006103515625,0.0,0,0,0.0,9535318.097765764
1279,77,3,57,64.89999389648439,2.23606797749979,-2,1,0.039229262763154214,9610204.160664394
1280,77,1,44,49.70004272460938,2.8284271247461903,2,2,0.0642824346533225,6324487.090829029
1281,77,0,65,72.75003051757812,2.8284271247461903,-2,-2,0.0435142634576337,3598603.4800656415
1282,78,8,71,84.84999084472656,0.0,0,0,0.0,101159287.21393001
1283,78,7,53,64.94999694824219,1.0,0,-1,0.018867924528301886,31329665.592561323
1284,78,6,55,64.80001831054689,2.8284271247461903,-2,2,0.051425947722657996,27951569.44199314
1285,78,5,47,57.45001220703125,4.0,4,0,0.0851063829787234,72627392.93532236
1286,78,4,79,94.85000610351562,2.0,-2,0,0.02531645569620253,36890330.30353915
1287,78,3,41,46.94998168945313,2.8284271247461903,-2,-2,0.06898602743283391,1770514.074789388
1288,78,1,56,64.45001220703125,2.8284271247461903,-2,-2,0.05050762722761054,1709687.3293907682
1289,78,0,46,53.550048828125,4.123105625617661,-1,4,0.08963273099168828,13126286.295649253
1290,79,6,74,90.60000610351562,2.0,0,-2,0.027027027027027032,12503098.804765476
1291,79,5,58,70.44999694824219,2.0,0,-2,0.03448275862068965,9156896.543081556
1292,79,4,72,87.99998474121094,3.0,0,3,0.04166666666666666,4105826.096349517
1293,79,3,59,65.85003662109375,3.1622776601683795,-1,-3,0.053597926443531854,2086899.1244318138
1294,79,2,47,52.6500244140625,3.1622776601683795,1,3,0.06728250340783787,1216090.853902391
1295,79,1,73,86.25,2.23606797749979,-2,-1,0.030631068184928632,24436373.63049912
1296,79,0,68,84.29998779296875,3.6055512754639887,3,-2,0.05302281287447043,33839993.39706701
1297,80,9,43,53.0,1.0,0,-1,0.02325581395348837,31538282.498194966
1298,80,8,55,64.80000305175781,1.0,0,1,0.01818181818181818,4428168.856861729
1299,80,7,68,83.90000915527344,2.8284271247461903,-2,-2,0.04159451654038515,118765480.52527234
1300,80,6,45,55.04998779296875,5.656854249492381,4,4,0.1257078722109418,34231818.69792186
1301,80,5,59,70.60000610351562,2.0,-2,0,0.03389830508474576,37257121.21941259
1302,80,4,63,77.29998779296875,2.8284271247461903,-2,-2,0.044895668646764926,85666971.87972184
1303,80,3,69,84.50006103515625,4.47213595499958,4,-2,0.0648135645652113,28437529.07768804
1304,80,2,50,54.79998779296875,4.0,0,4,0.08,2240897.731043709
1305,80,1,61,66.89996337890625,2.23606797749979,-2,-1,0.03665685209016049,2722656.098863055
1306,80,0,72,81.60003662109375,3.0,0,-3,0.04166666666666666,11918405.98786859
1307,81,9,43,52.14999389648438,1.0,0,-1,0.02325581395348837,91069858.38458094
1308,81,8,77,92.85002136230469,1.4142135623730951,-1,1,0.018366409900949288,50676710.28997338
1309,81,6,45,55.89996337890625,2.0,-2,0,0.04444444444444445,35007993.133873604
1310,81,5,58,69.80001831054689,4.123105625617661,4,-1,0.0710880280278907,106094137.23322496
1311,81,4,59,72.04998779296875,2.23606797749979,-2,1,0.03789945724575915,42717506.648517616
1312,81,3,59,66.5,0.0,0,0,0.0,10674849.715829933
1313,81,2,49,57.0999755859375,2.0,-2,0,0.040816326530612235,9432301.621923527
1314,81,1,74,84.79998779296875,4.0,4,0,0.054054054054054064,5278789.034214148
1315,81,0,42,51.49993896484375,1.0,-1,0,0.023809523809523808,10995871.900708314
1316,82,8,71,85.30000305175781,4.123105625617661,-1,4,0.05807191021996705,37451579.39492562
1317,82,6,40,44.79998779296875,2.0,-2,0,0.05,3124723.9460482807
1318,82,5,69,80.29997253417969,2.0,2,0,0.028985507246376805,3735030.921759669
1319,82,4,55,66.35000610351561,1.0,0,-1,0.01818181818181818,30642523.04419005
1320,82,3,56,68.30001831054689,1.0,0,-1,0.017857142857142856,31677950.88311747
1321,82,2,47,52.55001831054688,0.0,0,0,0.0,10700343.852212958
1322,82,1,63,77.949951171875,2.0,-2,0,0.031746031746031744,8740130.96575267
1323,82,0,68,84.0,3.1622776601683795,3,-1,0.046504083237770284,5623384.898029687
1324,83,8,72,90.39999389648438,2.23606797749979,-1,2,0.03105649968749708,78747289.51848227
1325,83,7,70,86.5,1.4142135623730951,-1,-1,0.020203050891044214,47634062.91204217
1326,83,6,59,70.35000610351561,1.4142135623730951,-1,1,0.023969721396154157,14225696.299243987
1327,83,4,67,79.39999389648438,2.23606797749979,1,-2,0.03337414891790731,12876233.056298494
