path_num,missing_points,teo_point_time,sim_drone_time,teo_point_dist,sim_point_dist,teo_Xdist,teo_Ydist,sim_Xdist,sim_Ydist,teo_point_vel,Energy,energy_new,avg_energy
1,3,50,45.29999923706055,1.0,0.8688590417216145,1.0,0.0,4.2192149862785294e-07,3.770540206460282e-05,0.02,8532402.365878789,1258072.0446139278,185492.60324166852
1,2,90,81.64999389648438,1.0,1.8744140108531113,0.0,1.0,5.206773752775007e-05,0.8688150413145195,0.011111111111111112,20835997.05293818,3014726.432331231,332920.84062051546
1,1,100,89.44999694824219,1.0,2.4416141054212206,1.0,0.0,0.8539479918053985,0.3282061219215393,0.01,24039061.293834448,3365374.440784118,356728.97726587544
1,0,150,135.05001831054688,1.0,2.4454104071504026,0.0,1.0,0.6261336207389832,0.8754711151123047,0.006666666666666667,58889230.59963376,6714048.893338725,567440.6988660512
2,3,50,0.0,1.0,0.1646476354271742,1.0,0.0,1.3595238029956818,0.25623739417642355,0.02,196021.86688062755,80025.59204755112,32670.311146771255
