path_num,point_num,point_coords,teo_point_time,sim_drone_time,teo_point_dist,teo_point_vel,Energy
359,3,"[5, -1, 1]",57,97.10000610351562,1.0,0.017543859649122806,31949914.69190871
359,4,"[5, 1, 1]",102,52.0,2.0,0.0196078431372549,28867851.69153557
360,0,"[0, 5, 1]",68,98.04998779296876,5.0,0.07352941176470588,160031100.63466704
360,2,"[0, -3, 1]",82,86.35000610351562,2.23606797749979,0.027269121676826706,26713070.318840817
360,3,"[0, -2, 1]",53,99.25,1.0,0.018867924528301886,47884742.1054703
360,4,"[1, 0, 1]",104,47.14999389648438,2.23606797749979,0.02150065362980567,8409442.9126327
361,0,"[-4, -2, 1]",99,111.05001831054688,4.47213595499958,0.04517309045454121,42798547.00830845
361,1,"[1, 0, 1]",59,74.35003662109375,5.385164807134504,0.09127397978194074,22216725.20664505
361,2,"[3, 1, 1]",92,103.29998779296876,2.23606797749979,0.02430508671195424,229498562.2619853
361,3,"[-4, 2, 1]",57,56.25,7.0710678118654755,0.12405382126079782,523337336.08690226
362,0,"[0, 4, 1]",72,86.05001831054688,4.0,0.05555555555555555,43978483.63626139
362,1,"[-2, -4, 1]",54,100.10000610351562,8.246211251235321,0.15270761576361705,131007177.30607381
362,2,"[-1, -1, 1]",119,52.0,3.1622776601683795,0.026573761850154448,97733914.7677542
362,3,"[-1, 1, 1]",60,104.04998779296876,2.0,0.03333333333333333,50989564.88504714
362,4,"[0, 3, 1]",108,56.94999694824219,2.23606797749979,0.020704333124998055,14026417.518820105
363,0,"[1, 0, 1]",111,102.04995727539062,1.0,0.009009009009009009,67893519.99944624
363,1,"[-2, -1, 1]",83,96.05001831054688,3.1622776601683795,0.03809973084540216,122893134.76129422
363,2,"[1, -1, 1]",60,68.0,3.0,0.05,115938758.67338885
363,3,"[-2, -1, 1]",63,61.95001220703125,3.0,0.047619047619047616,124394900.23390943
363,4,"[0, 0, 1]",65,60.94999694824219,2.23606797749979,0.034401045807689073,196206947.1407775
363,5,"[-2, 2, 1]",70,57.89999389648438,2.8284271247461903,0.040406101782088436,167453126.91430476
364,0,"[0, 3, 1]",73,81.0,3.0,0.0410958904109589,608264148.1681541
364,1,"[0, 4, 1]",106,57.95001220703125,1.0,0.009433962264150943,496955478.36014175
364,2,"[2, -5, 1]",83,103.89996337890624,9.219544457292887,0.11107884888304684,534844101.8246626
364,3,"[3, -4, 1]",114,105.8000030517578,1.4142135623730951,0.012405382126079782,50170590.24775342
365,0,"[-3, 0, 1]",66,51.0999755859375,3.0,0.045454545454545456,1689691224.894998
365,1,"[-2, 1, 1]",63,84.05001831054688,1.4142135623730951,0.022447834323382463,229868354.0019629
365,2,"[-1, -1, 1]",119,51.0,2.23606797749979,0.018790487205880585,185678831.68345937
365,3,"[0, 0, 1]",61,115.0500030517578,1.4142135623730951,0.023183828891362217,157072548.73915428
365,4,"[0, 1, 1]",83,75.25,1.0,0.012048192771084338,27460812.10010224
365,5,"[-2, 3, 1]",119,56.94999694824219,2.8284271247461903,0.023768295165934372,30407044.76308356
366,0,"[-5, 4, 1]",95,108.0999755859375,6.4031242374328485,0.06740130776245104,425142785.3613965
366,1,"[-4, -4, 1]",51,71.19998168945312,8.06225774829855,0.15808348526075586,677011073.0950412
366,2,"[2, 2, 1]",97,54.19998168945313,8.48528137423857,0.08747712756946979,62799489.530451395
366,3,"[2, 4, 1]",92,207.3500061035156,2.0,0.021739130434782608,224060875.65387446
366,4,"[3, 5, 1]",59,87.44999694824219,1.4142135623730951,0.023969721396154154,34029259.29906015
367,0,"[4, 5, 1]",74,91.0,6.4031242374328485,0.08652870591125471,64887920.18173599
367,1,"[5, 5, 1]",97,103.80001831054688,1.0,0.010309278350515464,99574481.08419873
367,2,"[-5, -5, 1]",78,70.75,14.142135623730951,0.18130943107347372,411359632.3139158
367,3,"[3, -3, 1]",115,113.6999969482422,8.246211251235321,0.07170618479335061,350077767.95958203
368,0,"[-2, 0, 1]",71,106.0,2.0,0.028169014084507043,41490503.23614301
368,1,"[0, 0, 1]",116,84.5,2.0,0.017241379310344827,24552587.13052051
368,2,"[0, 0, 1]",109,105.5,0.0,0.0,52428513.20867476
369,0,"[0, -4, 1]",71,63.05001831054688,4.0,0.056338028169014086,23141380.970954765
369,1,"[2, 2, 1]",98,57.79998779296875,6.324555320336759,0.06453627877894652,16978110.780248553
369,2,"[-3, -3, 1]",54,54.95001220703125,7.0710678118654755,0.13094570021973104,22628650.888899922
369,3,"[-2, 0, 1]",116,102.34999084472656,3.1622776601683795,0.027261014311796374,80158867.65218136
369,4,"[0, 1, 1]",55,52.25,2.23606797749979,0.040655781409087086,56011466.70111157
369,5,"[-2, 2, 1]",107,112.25,2.23606797749979,0.020897831565418596,99873515.62970692
370,0,"[-1, -5, 1]",97,111.05001831054688,5.0990195135927845,0.05256721148033799,14475031.832398044
370,1,"[0, 3, 1]",93,71.95001220703125,8.06225774829855,0.08669094353009192,17407414.361701187
370,2,"[0, -5, 1]",113,85.80000305175781,8.0,0.07079646017699115,39097408.83522629
370,3,"[2, 3, 1]",56,54.25,8.246211251235321,0.14725377234348788,12696312.052331489
371,0,"[1, -4, 1]",100,102.04998779296876,4.123105625617661,0.0412310562561766,34050270.25787669
371,1,"[1, -2, 1]",59,103.49996948242188,2.0,0.03389830508474576,35683648.545463204
371,2,"[-1, 0, 1]",82,76.44998168945312,2.8284271247461903,0.034493013716416956,19222199.974590603
371,3,"[-1, 2, 1]",113,107.4499969482422,2.0,0.017699115044247787,44561737.362319104
372,0,"[1, 2, 1]",64,106.05001831054688,2.23606797749979,0.034938562148434216,204396128.3958737
372,1,"[2, 2, 1]",117,99.25,1.0,0.008547008547008548,68521830.51952352
372,2,"[2, 2, 1]",102,63.45002746582031,0.0,0.0,127748254.11537777
372,3,"[2, -3, 1]",66,53.5,5.0,0.07575757575757576,51397046.89081641
372,4,"[-3, 0, 1]",54,64.55000305175781,5.830951894845301,0.10798059064528334,20005579.17342969
373,0,"[-2, -3, 1]",96,91.05001831054688,3.605551275463989,0.03755782578608322,126409441.49579503
373,1,"[0, 0, 1]",113,57.25,3.605551275463989,0.03190753341118575,21209981.631314732
373,2,"[-1, 1, 1]",58,72.35000610351562,1.4142135623730951,0.024382992454708537,40842450.86887127
373,3,"[1, -3, 1]",81,73.39999389648438,4.47213595499958,0.05521155499999481,29598289.67577651
373,4,"[1, 1, 1]",75,79.34999084472656,4.0,0.05333333333333334,54557692.14783608
373,5,"[-1, 1, 1]",76,53.4000015258789,2.0,0.02631578947368421,19677687.77284358
374,0,"[1, -3, 1]",97,108.05001831054688,3.1622776601683795,0.032600800620292573,71717116.17119141
374,1,"[2, 0, 1]",108,78.10000610351562,3.1622776601683795,0.029280348705262773,92584386.9846991
374,2,"[3, 1, 1]",103,91.04998779296876,1.4142135623730951,0.013730228760903837,88690056.22397994
374,3,"[-4, -1, 1]",68,68.0,7.280109889280518,0.10706043954824292,705865660.7326187
375,0,"[0, -4, 1]",111,93.04998779296876,4.0,0.036036036036036036,92337718.85989875
375,1,"[-2, -3, 1]",50,95.8000030517578,2.23606797749979,0.044721359549995794,85279041.86356494
376,0,"[1, 5, 1]",116,75.05001831054688,5.0990195135927845,0.04395706477235159,123523895.44443847
376,1,"[1, -5, 1]",63,109.39999389648438,10.0,0.15873015873015872,337574281.981468
376,2,"[3, -4, 1]",114,71.40000915527344,2.23606797749979,0.019614631381577104,395275479.1558418
376,3,"[3, 3, 1]",58,62.35000610351562,7.0,0.1206896551724138,19698407.955074552
376,4,"[4, -4, 1]",63,57.30000305175781,7.0710678118654755,0.11223917161691231,18961330.30308146
377,0,"[-3, 1, 1]",61,68.0,3.1622776601683795,0.0518406173798095,107651084.8299961
377,1,"[1, -1, 1]",73,56.05001831054688,4.47213595499958,0.06126213636985726,10618072.720846945
377,2,"[1, 0, 1]",79,93.0,1.0,0.012658227848101266,49410520.71268989
377,4,"[0, 0, 1]",53,47.14999389648438,1.0,0.018867924528301886,40302579.84563839
377,5,"[0, 0, 1]",59,54.19999694824219,0.0,0.0,86772256.31833105
378,0,"[-1, 0, 1]",68,55.05001831054688,1.0,0.014705882352941176,432175953.5124416
378,1,"[-1, 0, 1]",62,59.30001831054688,0.0,0.0,21636011.427850764
378,2,"[0, 0, 1]",87,103.35000610351562,1.0,0.011494252873563218,44528449.78177958
378,3,"[-1, 0, 1]",68,94.5,1.0,0.014705882352941176,50721526.75132414
378,4,"[0, 0, 1]",50,44.650001525878906,1.0,0.02,194681416.0335471
379,0,"[-2, 0, 1]",58,73.09994506835938,2.0,0.034482758620689655,31531239.96437513
379,1,"[0, 0, 1]",75,70.94998168945312,2.0,0.02666666666666667,79958169.35294962
379,2,"[-1, -2, 1]",88,84.9000244140625,2.23606797749979,0.02540986338067943,120970906.69801435
379,3,"[0, 0, 1]",62,56.8499755859375,2.23606797749979,0.03606561254031919,79589853.27308987
379,4,"[0, -2, 1]",61,57.90000915527344,2.0,0.03278688524590164,16638227.319024563
379,5,"[-2, 0, 1]",59,59.89999389648438,2.8284271247461903,0.04793944279230831,32422859.642543323
379,6,"[0, -1, 1]",89,84.85000610351562,2.23606797749979,0.025124359297750448,50132452.9964608
380,0,"[3, 0, 1]",94,50.05001831054688,3.0,0.031914893617021274,18659639.97043391
380,1,"[-5, -1, 1]",78,84.60000610351562,8.06225774829855,0.10336227882434038,25678260.064925853
380,2,"[-4, 0, 1]",85,72.75003051757812,1.4142135623730951,0.01663780661615406,96129736.86736071
380,3,"[-3, 1, 1]",119,98.60000610351562,1.4142135623730951,0.011884147582967186,30548355.75449045
380,4,"[-2, 2, 1]",105,110.25,1.4142135623730951,0.013468700594029477,81364774.95675881
381,0,"[5, -1, 1]",75,98.05001831054688,5.0990195135927845,0.06798692684790379,55028412.83230177
381,1,"[-5, -1, 1]",59,66.8499755859375,10.0,0.1694915254237288,297287481.36006343
381,2,"[-2, -1, 1]",94,54.89996337890625,3.0,0.031914893617021274,129351614.27798665
381,3,"[1, 0, 1]",101,83.50003051757812,3.1622776601683795,0.03130967980364732,23171161.16603369
381,4,"[3, -1, 1]",87,97.4499969482422,2.23606797749979,0.025701930775859652,70196463.0664255
382,0,"[1, -4, 1]",103,63.04998779296875,4.123105625617661,0.04003015170502583,64281402.31562885
382,1,"[-3, -1, 1]",114,107.49998474121094,5.0,0.043859649122807015,39709983.13884844
382,2,"[1, 0, 1]",109,62.69999694824219,4.123105625617661,0.037826657115758354,32345578.825700816
382,3,"[-1, 1, 1]",76,72.94999694824219,2.23606797749979,0.029421947072365656,114030630.05965917
383,0,"[2, -5, 1]",89,52.05001831054688,5.385164807134504,0.06050746974308431,22770813.16683308
383,1,"[4, -3, 1]",94,57.9000244140625,2.8284271247461903,0.030089650263257342,37780412.317251645
383,2,"[4, 2, 1]",81,113.10000610351562,5.0,0.06172839506172839,197352551.35887414
383,3,"[5, -3, 1]",69,84.29998779296875,5.0990195135927845,0.07389883353033021,550137328.9742043
383,4,"[-5, 1, 1]",85,67.55000305175781,10.770329614269007,0.12670976016787067,33579217.395781696
384,0,"[0, 0, 1]",112,74.05001831054688,0.0,0.0,27614042.134013828
384,1,"[0, 0, 1]",64,105.89999389648438,0.0,0.0,63389030.55197069
384,2,"[0, 0, 1]",57,82.94999694824219,0.0,0.0,50018684.553288884
385,0,"[0, 2, 1]",86,61.05001831054688,2.0,0.023255813953488372,48643803.2376528
385,1,"[-2, 4, 1]",91,106.5,2.8284271247461903,0.03108161675545264,78545117.2308909
385,3,"[0, -5, 1]",102,72.80001831054688,10.0,0.09803921568627451,30936125.11838066
385,4,"[0, 3, 1]",73,100.25,8.0,0.1095890410958904,56715275.55194173
385,5,"[0, 3, 1]",59,79.55000305175781,0.0,0.0,48056478.66046937
386,0,"[-1, 2, 1]",110,62.04998779296875,2.23606797749979,0.020327890704543543,60649600.55879133
386,1,"[0, -2, 1]",61,62.54998779296875,4.123105625617661,0.06759189550192886,15170500.415549472
386,3,"[1, -2, 1]",73,49.64999389648438,3.0,0.0410958904109589,13244136.988721367
386,4,"[-1, -1, 1]",74,70.75,2.23606797749979,0.03021713483107824,46088588.48464925
386,5,"[-1, 0, 1]",55,70.75,1.0,0.01818181818181818,21814022.498646993
387,0,"[2, 1, 1]",109,95.04995727539062,2.23606797749979,0.020514385114676972,61140797.66522424
387,1,"[-3, -1, 1]",78,52.29995727539063,5.385164807134504,0.06904057445044236,11333415.45791759
387,2,"[0, -1, 1]",66,107.25,3.0,0.045454545454545456,55997755.04211894
387,3,"[0, 0, 1]",111,98.5,1.0,0.009009009009009009,50971077.32073155
388,0,"[-2, -1, 1]",118,105.05001831054688,2.23606797749979,0.018949728622879573,108738290.33580409
388,1,"[-1, 0, 1]",62,71.69999694824219,1.4142135623730951,0.022809896167307987,187425861.64816803
388,2,"[0, 0, 1]",65,58.75,1.0,0.015384615384615385,46895313.884945355
389,0,"[0, 2, 1]",107,101.04995727539062,2.0,0.018691588785046728,2248281011.5954876
389,1,"[1, -3, 1]",115,60.00003051757813,5.0990195135927845,0.04433930011819812,14493358.783068405
389,2,"[3, -1, 1]",63,99.0,2.8284271247461903,0.044895668646764926,51820584.88236417
389,3,"[5, -1, 1]",80,76.89999389648438,2.0,0.025,89380640.31885685
390,0,"[-5, 3, 1]",81,105.04998779296876,5.830951894845301,0.0719870604301889,119529096.28249826
