route_num|point|simTime|tankMass|RHO|target_rho|log 
0|0|0|10.0009892578125|0|0|STATIC tankmass 
0|0|0|10.0009892578125|0|0|STATIC tankmass 
144.0|3.0|0.049999237060546875|10.0009892578125|22.825424194335938|1.8074455510941334e-05|STATIC tankmass 
144.0|3.0|0.7999992370605469|10.0009892578125|22.825424194335938|1.7848416973720305e-05|STATIC tankmass 
144.0|1.0|124.39999389648438|10.0009892578125|1.1483759408292826e-05|0.07620283961296082|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|0.0|10.0009892578125|20.02498435974121|0.0|STATIC tankmass 
145.0|4.0|11.899999618530273|10.0009892578125|19.912485122680664|0.11040982604026794|STATIC tankmass 
145.0|4.0|12.699999809265137|10.0009892578125|19.799983978271484|0.2127760648727417|STATIC tankmass 
145.0|4.0|13.449999809265137|10.0009892578125|19.687484741210938|0.30400925874710083|STATIC tankmass 
145.0|4.0|14.300000190734863|10.0009892578125|19.57498550415039|0.3746676445007324|STATIC tankmass 
145.0|4.0|15.199999809265137|10.0009892578125|19.57498550415039|0.3069496750831604|STATIC tankmass 
145.0|4.0|16.100000381469727|10.0009892578125|19.46248435974121|0.32619211077690125|STATIC tankmass 
145.0|4.0|16.899999618530273|10.0009892578125|19.349985122680664|0.33470720052719116|STATIC tankmass 
145.0|4.0|17.799999237060547|10.0009892578125|19.237485885620117|0.308746874332428|STATIC tankmass 
145.0|4.0|18.649999618530273|10.0009892578125|19.124984741210938|0.2740338444709778|STATIC tankmass 
145.0|4.0|19.600000381469727|10.0009892578125|19.01248550415039|0.21054251492023468|STATIC tankmass 
145.0|4.0|20.450000762939453|10.0009892578125|18.899986267089844|0.16319122910499573|STATIC tankmass 
145.0|4.0|21.299999237060547|10.0009892578125|18.787485122680664|0.12077861279249191|STATIC tankmass 
145.0|4.0|22.200000762939453|10.0009892578125|18.787485122680664|0.03166588023304939|STATIC tankmass 
145.0|4.0|22.950000762939453|10.0009892578125|18.674985885620117|0.03373171016573906|STATIC tankmass 
145.0|4.0|23.950000762939453|10.0009892578125|18.56248664855957|0.05489792302250862|STATIC tankmass 
145.0|4.0|24.799999237060547|10.0009892578125|18.44998550415039|0.039249520748853683|STATIC tankmass 
145.0|4.0|25.600000381469727|10.0009892578125|18.337486267089844|0.005708935204893351|STATIC tankmass 
145.0|4.0|26.450000762939453|10.0009892578125|18.224987030029297|0.03402445465326309|STATIC tankmass 
145.0|4.0|27.299999237060547|10.0009892578125|18.112485885620117|0.08126586675643921|STATIC tankmass 
145.0|4.0|28.25|10.0009892578125|17.99998664855957|0.12620511651039124|STATIC tankmass 
145.0|4.0|29.049999237060547|10.0009892578125|17.99998664855957|0.07037333399057388|STATIC tankmass 
145.0|4.0|30.049999237060547|10.0009892578125|17.88748550415039|0.11033521592617035|STATIC tankmass 
145.0|4.0|30.850000381469727|10.0009892578125|17.774986267089844|0.16002976894378662|STATIC tankmass 
145.0|4.0|31.649999618530273|10.0009892578125|17.662487030029297|0.20360219478607178|STATIC tankmass 
145.0|4.0|32.54999923706055|10.0009892578125|17.549985885620117|0.22977003455162048|STATIC tankmass 
145.0|4.0|33.29999923706055|10.0009892578125|17.43748664855957|0.26264435052871704|STATIC tankmass 
145.0|4.0|33.650001525878906|10.0009892578125|17.43748664855957|0.2233370542526245|STATIC tankmass 
145.0|4.0|34.25|10.0009892578125|17.324987411499023|0.26477861404418945|STATIC tankmass 
145.0|4.0|34.849998474121094|10.0009892578125|17.324987411499023|0.19013334810733795|STATIC tankmass 
145.0|4.0|35.54999923706055|10.0009892578125|17.212486267089844|0.21146905422210693|STATIC tankmass 
145.0|4.0|36.099998474121094|10.0009892578125|17.212486267089844|0.13704454898834229|STATIC tankmass 
145.0|4.0|36.70000076293945|10.0009892578125|17.099987030029297|0.16710130870342255|STATIC tankmass 
145.0|4.0|37.45000076293945|10.0009892578125|16.98748779296875|0.17503775656223297|STATIC tankmass 
145.0|4.0|38.25|10.0009892578125|16.98748779296875|0.06343399733304977|STATIC tankmass 
145.0|4.0|39.0|10.0009892578125|16.87498664855957|0.07357857376337051|STATIC tankmass 
145.0|4.0|39.900001525878906|10.0009892578125|16.762487411499023|0.06754763424396515|STATIC tankmass 
145.0|4.0|40.849998474121094|10.0009892578125|16.649988174438477|0.06127264350652695|STATIC tankmass 
145.0|4.0|41.650001525878906|10.0009892578125|16.537487030029297|0.07932151854038239|STATIC tankmass 
