route_num|point|simTime|tankMass|RHO|target_rho|log 
2.0|11.0|-488.70001220703125|10.0009892578125|2.773498773574829|0.05600356310606003|Negative Simtime 
2.0|11.0|-487.70001220703125|10.0009892578125|2.718827247619629|0.08701390773057938|Negative Simtime 
2.0|11.0|-486.6000061035156|10.0009892578125|2.6644279956817627|0.09647196531295776|Negative Simtime 
2.0|11.0|-485.5500183105469|10.0009892578125|2.610318422317505|0.09845880419015884|Negative Simtime 
2.0|11.0|-484.5|10.0009892578125|2.556516647338867|0.09559832513332367|Negative Simtime 
2.0|11.0|-483.45001220703125|10.0009892578125|2.503042697906494|0.0912388265132904|Negative Simtime 
2.0|11.0|-482.3999938964844|10.0009892578125|2.449917793273926|0.08707557618618011|Negative Simtime 
2.0|11.0|-481.3500061035156|10.0009892578125|2.397165536880493|0.08359546214342117|Negative Simtime 
2.0|11.0|-480.3000183105469|10.0009892578125|2.344810724258423|0.08073006570339203|Negative Simtime 
2.0|11.0|-479.25|10.0009892578125|2.2928807735443115|0.07832913845777512|Negative Simtime 
2.0|11.0|-478.20001220703125|10.0009892578125|2.2414050102233887|0.07619626075029373|Negative Simtime 
2.0|11.0|-477.1499938964844|10.0009892578125|2.190415620803833|0.0740804448723793|Negative Simtime 
2.0|11.0|-476.0500183105469|10.0009892578125|2.0900380611419678|0.13008446991443634|Negative Simtime 
2.0|11.0|-475.0|10.0009892578125|2.0407285690307617|0.12776781618595123|Negative Simtime 
2.0|11.0|-473.95001220703125|10.0009892578125|1.9920634031295776|0.12508875131607056|Negative Simtime 
2.0|11.0|-472.8500061035156|10.0009892578125|1.9440910816192627|0.11899489909410477|Negative Simtime 
2.0|11.0|-471.8000183105469|10.0009892578125|1.8968640565872192|0.11562071740627289|Negative Simtime 
2.0|11.0|-470.8500061035156|10.0009892578125|1.8504396677017212|0.11553934216499329|Negative Simtime 
2.0|11.0|-469.75|10.0009892578125|1.8048795461654663|0.11225136369466782|Negative Simtime 
2.0|11.0|-468.70001220703125|10.0009892578125|1.7602508068084717|0.10898002237081528|Negative Simtime 
2.0|11.0|-467.70001220703125|10.0009892578125|1.7166262865066528|0.10908770561218262|Negative Simtime 
2.0|11.0|-466.6000061035156|10.0009892578125|1.6740844249725342|0.10580802708864212|Negative Simtime 
2.0|11.0|-465.5500183105469|10.0009892578125|1.6327098608016968|0.09913638979196548|Negative Simtime 
2.0|11.0|-464.5|10.0009892578125|1.5925934314727783|0.09584158658981323|Negative Simtime 
2.0|11.0|-463.45001220703125|10.0009892578125|1.5538326501846313|0.09257033467292786|Negative Simtime 
2.0|11.0|-462.3500061035156|10.0009892578125|1.5165317058563232|0.08620312809944153|Negative Simtime 
2.0|11.0|-461.3000183105469|10.0009892578125|1.4808005094528198|0.08311845362186432|Negative Simtime 
2.0|11.0|-460.25|10.0009892578125|1.4467557668685913|0.08012278378009796|Negative Simtime 
2.0|11.0|-459.20001220703125|10.0009892578125|1.41451895236969|0.07721954584121704|Negative Simtime 
2.0|11.0|-458.1499938964844|10.0009892578125|1.384216547012329|0.0744110494852066|Negative Simtime 
2.0|11.0|-457.0500183105469|10.0009892578125|1.3299354314804077|0.1299772411584854|Negative Simtime 
2.0|11.0|-456.0|10.0009892578125|1.3062195777893066|0.12757062911987305|Negative Simtime 
2.0|11.0|-455.0|10.0009892578125|1.284959316253662|0.1275821030139923|Negative Simtime 
2.0|11.0|-453.8999938964844|10.0009892578125|1.266278624534607|0.12220517545938492|Negative Simtime 
2.0|11.0|-452.8500061035156|10.0009892578125|1.2502928972244263|0.11916190385818481|Negative Simtime 
2.0|11.0|-451.8000183105469|10.0009892578125|1.2371066808700562|0.11596288532018661|Negative Simtime 
2.0|11.0|-450.75|10.0009892578125|1.226810336112976|0.112663134932518|Negative Simtime 
2.0|11.0|-449.70001220703125|10.0009892578125|1.2194769382476807|0.10930323600769043|Negative Simtime 
2.0|11.0|-448.6499938964844|10.0009892578125|1.2151602506637573|0.10592345148324966|Negative Simtime 
2.0|11.0|-447.6000061035156|10.0009892578125|1.2138923406600952|0.10253874212503433|Negative Simtime 
2.0|11.0|-446.5|10.0009892578125|1.2156827449798584|0.09585712850093842|Negative Simtime 
2.0|11.0|-445.45001220703125|10.0009892578125|1.2205182313919067|0.09258945286273956|Negative Simtime 
2.0|11.0|-444.3999938964844|10.0009892578125|1.2283625602722168|0.09087713062763214|Negative Simtime 
2.0|11.0|-443.3999938964844|10.0009892578125|1.2391586303710938|0.09028160572052002|Negative Simtime 
2.0|11.0|-442.3500061035156|10.0009892578125|1.2528303861618042|0.08671138435602188|Negative Simtime 
2.0|11.0|-441.3000183105469|10.0009892578125|1.2692846059799194|0.08341657370328903|Negative Simtime 
2.0|11.0|-440.20001220703125|10.0009892578125|1.2884148359298706|0.07738559693098068|Negative Simtime 
2.0|11.0|-439.1500244140625|10.0009892578125|1.3101037740707397|0.07448495924472809|Negative Simtime 
2.0|11.0|-438.1500244140625|10.0009892578125|1.3342267274856567|0.07444580644369125|Negative Simtime 
2.0|11.0|-437.0|10.0009892578125|1.3892548084259033|0.1275652050971985|Negative Simtime 
2.0|11.0|-435.95001220703125|10.0009892578125|1.4198970794677734|0.12502391636371613|Negative Simtime 
2.0|11.0|-434.9000244140625|10.0009892578125|1.4524519443511963|0.1222095862030983|Negative Simtime 
2.0|11.0|-433.8500061035156|10.0009892578125|1.4867936372756958|0.11918230354785919|Negative Simtime 
2.0|11.0|-432.79998779296875|10.0009892578125|1.5228012800216675|0.11599577963352203|Negative Simtime 
