t1|t2|route_num|t3|t4|point|t5|simtime|feature_text|feature_num|log
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|5.3497|DRONE out of control and lost the target
In|Route:|332.0|In|point:|5.0|SimTime:|-7.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-6.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-5.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-4.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-3.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-2.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-1.1|TankMass:|10.001|Negative Simtime
In|Route:|332.0|In|point:|5.0|SimTime:|-0.1|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|2.137|DRONE out of control and lost the target
In|Route:|333.0|In|point:|5.0|SimTime:|-6.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-5.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-4.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-3.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-2.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-1.8|TankMass:|10.001|Negative Simtime
In|Route:|333.0|In|point:|5.0|SimTime:|-0.8|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|5.0|SimTime:|-503.1|TargetRHO:|5.0|DRONE out of control and lost the target
In|Route:|334.0|In|point:|4.0|SimTime:|-6.55|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-5.55|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-4.55|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-3.55|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-2.6|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-1.6|TankMass:|10.001|Negative Simtime
In|Route:|334.0|In|point:|4.0|SimTime:|-0.6|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|6.0|SimTime:|0.0|TargetRHO:|4.9064|DRONE out of control and lost the target
In|Route:|335.0|In|point:|5.0|SimTime:|-6.6|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-5.6|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-4.6|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-3.75|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-2.75|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-1.75|TankMass:|10.001|Negative Simtime
In|Route:|335.0|In|point:|5.0|SimTime:|-0.7|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-418.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-417.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-416.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-415.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-414.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-413.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-412.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-411.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-410.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-409.55|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-408.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-407.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-406.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-405.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-404.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-403.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-402.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-401.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-400.55|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-399.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-398.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-397.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-396.55|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-395.55|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-394.55|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-393.5|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-392.7|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-391.75|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-390.75|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-389.75|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-388.75|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-387.7|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-386.7|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-385.75|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-384.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-384.0|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-382.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-381.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-380.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-379.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-378.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-378.0|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-376.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-375.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-374.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-373.95|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-373.05|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-372.1|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-371.1|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-370.1|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-369.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-368.1|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-367.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-366.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-365.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-364.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-363.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-362.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-361.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-360.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-359.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-358.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-357.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-356.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-355.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-354.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-353.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-352.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-351.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-350.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-349.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-348.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-347.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-346.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-345.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-344.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-343.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-342.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-341.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-340.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-339.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-338.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-337.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-336.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-335.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-334.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-333.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-332.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-331.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-330.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-329.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-328.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-327.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-326.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-325.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-324.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-323.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-322.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-321.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-320.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-319.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-318.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-317.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-316.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-315.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-314.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-313.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-312.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-311.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-310.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-309.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-308.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-307.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-306.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-305.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-304.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-303.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-302.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-301.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-300.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-299.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-298.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-297.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-296.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-295.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-294.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-293.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-292.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-291.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-290.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-289.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-288.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-287.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-286.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-285.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-284.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-283.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-282.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-281.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-280.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-279.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-278.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-277.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-276.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-275.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-274.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-273.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-272.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-271.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-270.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-269.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-268.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-267.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-266.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-265.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-264.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-263.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-262.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-261.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-260.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-259.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-258.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-257.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-256.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-255.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-254.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-253.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-252.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-251.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-250.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-249.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-248.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-247.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-246.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-245.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-244.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-243.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-242.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-241.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-240.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-239.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-238.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-237.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-236.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-235.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-234.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-233.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-232.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-231.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-230.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-229.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-228.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-227.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-226.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-225.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-224.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-223.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-222.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-221.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-220.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-219.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-218.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-217.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-216.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-215.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-214.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-213.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-212.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-211.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-210.2|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-209.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-208.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-207.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-206.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-205.15|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-204.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-203.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-202.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-201.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-200.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-199.25|TankMass:|10.001|Negative Simtime
In|Route:|336.0|In|point:|6.0|SimTime:|-198.25|TankMass:|10.001|Negative Simtime
