route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel|error_target_vel|error_target_dist|xDisplacement|yDisplacement|x_avg_Vel|y_avg_Vel|pos_x|pos_y|pos_z 
0|0|0|10.0009892578125|[94.78469848632812, 94.78389739990234, 94.79041290283203, 94.791259765625]|[-0.1895693987607956, 0.18956778943538666, -0.18958082795143127, 0.18958251178264618]|[5289.778906093244, 5289.756552384794, 5289.93835980666, 5289.961990054862]|0|0|0|0|0|0|0|6.819650479883421e-07|-4.336266647442244e-05|0.9488595128059387
0|0|0|10.0009892578125|[94.78475189208984, 94.78384399414062, 94.79035949707031, 94.79130554199219]|[-0.18956950306892395, 0.1895677000284195, -0.18958072364330292, 0.18958261609077454]|[5289.780396337114, 5289.755062134206, 5289.936869607289, 5289.963267362569]|0|0|0|0|0|0|0|7.671471848880174e-07|-4.4912863813806325e-05|0.9488595128059387
1.0|3.0|0.05000019073486328|10.0009892578125|[94.78492736816406, 94.78389739990234, 94.7901840209961, 94.791259765625]|[-0.1895698457956314, 0.18956778943538666, -0.18958036601543427, 0.18958252668380737]|[5289.785292849735, 5289.756552384794, 5289.931973234971, 5289.961990054862]|0.0|0.05000000074505806|4.475118839764036e-05|7.671471848880174e-07|4.4912863813806325e-05|0|0|8.755999942877679e-07|-4.473511580727063e-05|0.9488595128059387
1.0|3.0|1.0|9.915041015625|[89.36492156982422, 147.00376892089844, 147.0104217529297, 89.37162017822266]|[-0.1787298321723938, 0.2940075397491455, -0.2940208613872528, 0.17874324321746826]|[5136.318464937954, 6587.6821811044465, 6587.8312461505375, 5136.5109651979665]|9.718197588881594e-07|0.04999902892529917|0.049999039620161057|7.671471848880174e-07|4.4912863813806325e-05|0|0|9.774859108802048e-07|-4.301423905417323e-05|0.9488595128059387
1.0|3.0|2.0500001907348633|9.8864736328125|[37.367523193359375, 152.21017456054688, 152.2139129638672, 37.37129592895508]|[-0.07473504543304443, 0.3044203519821167, -0.3044278025627136, 0.07474259287118912]|[3321.3570122830256, 6703.32453739897, 6703.40685639279, 3321.5246750619544]|0.00013543071690946817|0.04986457002814859|0.09982902556657791|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.00017097061208914965|-3.249081419198774e-05|0.9588581919670105
1.0|3.0|3.0500001907348633|9.8579482421875|[9.19092082977295, 180.3944549560547, 180.39022827148438, 9.186751365661621]|[-0.018381841480731964, 0.36078888177871704, -0.3607804775238037, 0.018373502418398857]|[1647.2060038437344, 7297.599009223247, 7297.513516490621, 1646.8323337004103]|0.0006561095360666513|0.04934389120899141|0.14909932017326355|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.0009006675099954009|1.7548507003084524e-06|0.9588582515716553
1.0|3.0|4.050000190734863|9.8294638671875|[0.0, 207.93853759765625, 207.92042541503906, 0.0]|[-0.0, 0.4158770740032196, -0.41584083437919617, 0.0]|[0.0, 7834.943998964076, 7834.602765856328, 0.0]|0.0015653452137485147|0.048434655531309545|0.19742204248905182|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.0025779525749385357|7.060197094688192e-05|0.9588583707809448
1.0|3.0|5.050000190734863|9.8010205078125|[0.0, 218.11134338378906, 218.0727081298828, 0.0]|[-0.0, 0.4362226724624634, -0.4361454248428345, 0.0]|[0.0, 8024.30689699763, 8023.596170861778, 0.0]|0.002850740682333708|0.04714926006272435|0.24444039165973663|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.005559656303375959|0.00018192725838162005|0.9660556316375732
1.0|3.0|6.050000190734863|9.7726181640625|[0.0, 189.25848388671875, 189.1937713623047, 0.0]|[-0.0, 0.3785169720649719, -0.37838754057884216, 0.0]|[0.0, 7474.739853988749, 7473.461838254122, 0.0]|0.004759117495268583|0.045240883249789476|0.24003250896930695|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.009967715479433537|0.00033443199936300516|0.977324903011322
1.0|3.0|7.050000190734863|9.7442568359375|[0.0, 189.1797332763672, 189.08694458007812, 0.0]|[-0.0, 0.37835946679115295, -0.3781738877296448, 0.0]|[0.0, 7473.184569491577, 7471.351624466127, 0.0]|0.005798484198749065|0.044201516546308994|0.28423425555229187|7.671471848880174e-07|4.4912863813806325e-05|0|0|0.015766199678182602|0.000515629188157618|0.988267183303833
