route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel|error_target_vel|error_target_dist|xDisplacement|yDisplacement|x_avg_Vel|y_avg_Vel 
1.0|4.0|24.099998474121094|9.268427734375|[337.4371032714844, -111.02447509765625, -150.65187072753906, 297.4660949707031]|[-0.6748741865158081, -0.22204895317554474, 0.3013037443161011, 0.5949321985244751]|[9980.787774321745, 5725.030019845899, 6668.92246885543, 9371.025941195445]|-0.020695000886917114|0.048979273065924644|0.059098027646541595|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|25.049999237060547|9.24080859375|[336.94720458984375, -110.69209289550781, -150.29177856445312, 297.0029602050781]|[-0.6738944053649902, -0.2213841825723648, 0.3005835711956024, 0.5940058827400208]|[10480.644357891486, 6224.988203211459, 7402.198337841248, 9686.381380124873]|-0.01883786916732788|0.04712214134633541|0.05921095982193947|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|26.049999237060547|9.21323046875|[334.36065673828125, -108.26252746582031, -147.83763122558594, 294.4403076171875]|[-0.6687213182449341, -0.21652504801750183, 0.29567527770996094, 0.5888806581497192]|[9935.185695530537, 5653.37097537594, 6606.339702556081, 9323.243678751987]|-0.020920515060424805|0.049204787239432335|0.06048417091369629|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|27.099998474121094|9.1856943359375|[331.04638671875, -105.10432434082031, -144.6553497314453, 291.150146484375]|[-0.6620928049087524, -0.21020865440368652, 0.2893107235431671, 0.5823003053665161]|[9885.82299120552, 5570.301420139568, 6534.850459054108, 9271.007031640642]|-0.020017147064208984|0.048301419243216515|0.060468122363090515|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|28.099998474121094|9.1581982421875|[328.11065673828125, -102.3318862915039, -141.85763549804688, 288.24029541015625]|[-0.6562212705612183, -0.20466376841068268, 0.28371527791023254, 0.5764805674552917]|[9841.891480043643, 5496.343843974532, 6471.348111576721, 9224.56193459518]|-0.019063889980316162|0.04734816215932369|0.059184618294239044|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|29.099998474121094|9.130744140625|[326.2394104003906, -100.61946868896484, -140.121337890625, 286.39410400390625]|[-0.652478814125061, -0.20123893022537231, 0.2802426815032959, 0.5727882385253906]|[9813.786729305128, 5450.162031128054, 6431.622438086117, 9194.972621639234]|-0.02006244659423828|0.04834671877324581|0.059140365570783615|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|30.099998474121094|9.1033310546875|[325.56292724609375, -100.10868835449219, -139.58349609375, 285.74609375]|[-0.6511258482933044, -0.2002173662185669, 0.2791669964790344, 0.5714921951293945]|[9803.606618757489, 5436.310946675765, 6419.266999395426, 9184.56421806917]|-0.021032869815826416|0.049317141994833946|0.05911348760128021|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|31.099998474121094|9.0759599609375|[325.8232727050781, -100.53032684326172, -139.9802703857422, 286.03271484375]|[-0.6516465544700623, -0.20106065273284912, 0.2799605429172516, 0.5720654129981995]|[9807.525698904356, 5447.747264078437, 6428.384096898314, 9189.169407943155]|-0.0200040340423584|0.04828830622136593|0.05911039188504219|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|32.099998474121094|9.04862890625|[326.55615234375, -101.42742156982422, -140.84983825683594, 286.79437255859375]|[-0.6531122922897339, -0.20285484194755554, 0.28169965744018555, 0.5735887289047241]|[9818.549617633495, 5472.000099572375, 6448.3199845568, 9201.395891676155]|-0.019975244998931885|0.048259517177939415|0.05912639945745468|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|33.099998474121094|9.02133984375|[327.3162841796875, -102.34788513183594, -141.742919921875, 287.5828552246094]|[-0.654632568359375, -0.20469576120376587, 0.28348585963249207, 0.5751657485961914]|[9829.970400806835, 5496.773483718418, 6468.730999826894, 9214.035891040916]|-0.019958317279815674|0.048242589458823204|0.059153102338314056|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|34.099998474121094|8.994091796875|[327.790771484375, -102.98389434814453, -142.35134887695312, 288.08575439453125]|[-0.655581533908844, -0.20596778392791748, 0.28470268845558167, 0.5761715173721313]|[9837.092727545692, 5513.826030535217, 6482.5995893028385, 9222.088712902221]|-0.01896566152572632|0.04724993370473385|0.059181299060583115|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|35.099998474121094|8.966884765625|[327.8493957519531, -103.20436096191406, -142.54452514648438, 288.17230224609375]|[-0.6556987762451172, -0.20640872418880463, 0.28508904576301575, 0.5763446092605591]|[9837.972353550838, 5519.724839586698, 6486.996666864345, 9223.47387689569]|-0.020953893661499023|0.049238165840506554|0.05920315906405449|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|36.099998474121094|8.93971875|[327.5318603515625, -103.04727172851562, -142.36195373535156, 287.88092041015625]|[-0.6550637483596802, -0.20609453320503235, 0.2847239077091217, 0.5757618546485901]|[9833.206962331127, 5515.522403081102, 6482.841054420355, 9218.809597146941]|-0.019978106021881104|0.048262378200888634|0.05921490862965584|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|37.099998474121094|8.9125947265625|[326.9852294921875, -102.65921020507812, -141.94808959960938, 287.3607482910156]|[-0.65397047996521, -0.205318421125412, 0.28389617800712585, 0.5747215151786804]|[9824.99802208728, 5505.127266610721, 6473.410977966608, 9210.477096569344]|-0.01900017261505127|0.0472844447940588|0.05921776220202446|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|38.099998474121094|8.8855107421875|[326.37066650390625, -102.2037582397461, -141.467041015625, 286.77252197265625]|[-0.6527413129806519, -0.20440751314163208, 0.2829340994358063, 0.5735450387001038]|[9815.760724214002, 5492.901825886857, 6462.432781792669, 9201.045362271425]|-0.02099376916885376|0.04927804134786129|0.05921371653676033|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|39.099998474121094|8.85846875|[325.81195068359375, -101.80526733398438, -141.0424346923828, 286.2408142089844]|[-0.6516239047050476, -0.20361053943634033, 0.2820848822593689, 0.572481632232666]|[9807.355296740621, 5482.182997023237, 6452.727157478473, 9192.511530256557]|-0.019014418125152588|0.04729869030416012|0.05920538678765297|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|40.099998474121094|8.8314677734375|[325.3880615234375, -101.54253387451172, -140.75253295898438, 285.8450012207031]|[-0.6507761478424072, -0.2030850648880005, 0.2815050780773163, 0.5716899633407593]|[9800.973418119875, 5475.104368190632, 6446.092207405998, 9186.15364210686]|-0.02000749111175537|0.0482917632907629|0.0591975636780262|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|41.099998474121094|8.8045087890625|[325.12896728515625, -101.44073486328125, -140.62608337402344, 285.6114501953125]|[-0.6502578854560852, -0.20288147032260895, 0.2812521755695343, 0.5712229013442993]|[9797.070568344248, 5472.359213269541, 6443.196029204026, 9182.400079849214]|-0.020996272563934326|0.049280544742941856|0.0591917410492897|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|42.099998474121094|8.77758984375|[324.96209716796875, -101.43265533447266, -140.5921173095703, 285.471435546875]|[-0.6499241590499878, -0.20286531746387482, 0.28118422627449036, 0.5709428191184998]|[9794.556107469534, 5472.141278312753, 6442.417854832247, 9180.14907043664]|-0.020000338554382324|0.048284610733389854|0.060426224023103714|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|43.14999771118164|8.750712890625|[292.0971984863281, -80.2071762084961, -107.8561782836914, 264.1845397949219]|[-0.5841944217681885, -0.16041435301303864, 0.21571235358715057, 0.5283690690994263]|[9792.893394498327, 5473.454724583144, 6442.9555253275375, 9178.795157085167]|-0.019997000694274902|0.04828127287328243|0.05918945372104645|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|44.099998474121094|8.723876953125|[291.99554443359375, -80.25799560546875, -107.88722229003906, 264.1034851074219]|[-0.5839910507202148, -0.16051599383354187, 0.21577444672584534, 0.5282069444656372]|[9284.457152128747, 4867.573954887157, 5643.563420313995, 8829.893594301702]|-0.019995391368865967|0.0482796635478735|0.059190765023231506|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|45.14999771118164|8.69708203125|[291.857177734375, -80.26911926269531, -107.87958526611328, 263.98468017578125]|[-0.5837143659591675, -0.16053824126720428, 0.21575917303562164, 0.5279693603515625]|[9282.257098155647, 4867.911263013318, 5643.363671026214, 8827.907340871421]|-0.019003868103027344|0.047288140282034874|0.05792222172021866|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|4.0|46.14999771118164|8.670328125|[291.6666564941406, -80.23121643066406, -107.82195281982422, 263.814697265625]|[-0.5833333134651184, -0.16046242415905, 0.21564391255378723, 0.5276293754577637]|[9279.226924541988, 4866.761820919225, 5641.856044245989, 8825.064685343596]|-0.02098900079727173|0.04927327297627926|0.05792167782783508|6.838120558683158e-08|1.2992381925869267e-06|0|0
1.0|3.0|0.09999847412109375|8.6436162109375|[291.4363708496094, -80.15251159667969, -107.724365234375, 263.6040954589844]|[-0.582872748374939, -0.16030502319335938, 0.21544872224330902, 0.527208149433136]|[9275.562990622084, 4864.3741488763335, 5639.302298327071, 8821.541482018905]|-0.019998908042907715|0.06852209195494652|0.05791975557804108|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|1.0999984741210938|8.6169453125|[-210.09017944335938, 256.3222961425781, 392.9986877441406, -72.3125]|[0.42018038034439087, 0.5126445889472961, -0.7859973907470703, -0.1446250081062317]|[7875.375677139866, 8698.845079375018, 10771.196630743969, 4620.352305803948]|-0.020000576972961426|0.06852376088500023|0.03503922373056412|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|2.0999984741210938|8.5903154296875|[-398.9579162597656, 465.76361083984375, 581.51708984375, -282.300048828125]|[0.7979158759117126, 0.9315271973609924, -1.1630340814590454, -0.5646001100540161]|[10852.553799581368, 11726.034874424518, 13102.363539046662, 9129.014158234471]|-0.018532276153564453|0.06705546006560326|0.06726787984371185|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|3.0999984741210938|8.5637265625|[-398.95233154296875, 477.50164794921875, 581.9263305664062, -293.90386962890625]|[0.7979046106338501, 0.9550033211708069, -1.1638526916503906, -0.5878077149391174]|[10852.477840878548, 11872.87352059507, 13106.973100633577, 9314.746842541594]|-0.011115312576293945|0.05963849648833275|0.08562645316123962|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|4.099998474121094|8.5371787109375|[-268.52728271484375, 352.5931091308594, 451.82391357421875, -168.9091339111328]|[0.5370545983314514, 0.7051862478256226, -0.9036478400230408, -0.3378182649612427]|[8903.537917518192, 10202.469713464567, 11549.229473280184, 7061.4676120172]|-0.00516897439956665|0.053692158311605453|0.09437159448862076|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|5.099998474121094|8.510671875|[-85.01388549804688, 171.49862670898438, 268.45770263671875, 12.191518783569336]|[0.17002777755260468, 0.3429972529411316, -0.5369154214859009, 0.02438303828239441]|[5009.718657595858, 7115.390299462502, 8902.384312204422, 1897.1309536346037]|0.00026106834411621094|0.04826211556792259|0.09823628515005112|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|6.099998474121094|8.48420703125|[80.81524658203125, 6.690674781799316, 102.6277084350586, 176.9600067138672]|[-0.16163049638271332, 0.013381349854171276, -0.2052554190158844, 0.35392001271247864]|[4884.44310465068, 1405.411051055321, 5504.2825564347495, 7227.797342614723]|0.003084123134613037|0.045439060777425766|0.10006783902645111|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|7.099998474121094|8.457783203125|[185.3048095703125, -97.42710876464844, -1.9711490869522095, 281.0078430175781]|[-0.3706096112728119, -0.19485421478748322, 0.003942298237234354, 0.5620156526565552]|[7396.252852282346, 5363.006351801465, 762.8306609179707, 9108.096528869273]|0.0031908154487609863|0.04533236846327782|0.10111971199512482|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|8.099998474121094|8.431400390625|[217.23153686523438, -129.20384216308594, -34.051605224609375, 312.7092590332031]|[-0.4344630837440491, -0.25840768218040466, 0.06810320913791656, 0.6254185438156128]|[8008.106521527803, 6175.98337521675, 3170.5689259645997, 9608.127869781687]|0.001998722553253174|0.04652446135878563|0.10179772228002548|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|9.099998474121094|8.4050595703125|[190.79420471191406, -102.70388793945312, -7.780625820159912, 286.1230163574219]|[-0.3815883994102478, -0.2054077833890915, 0.015561251901090145, 0.5722460150718689]|[7505.005131577105, 5506.325063957406, 1515.56884488389, 9190.6198197]|-0.0003020167350769043|0.04882520064711571|0.10209234803915024|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|10.099998474121094|8.3787587890625|[133.2400665283203, -45.08650207519531, 49.6358757019043, 228.424072265625]|[-0.26648011803627014, -0.09017300605773926, -0.0992717519402504, 0.45684814453125]|[6271.7079175494855, 3648.3095117183816, 3827.949926812734, 8211.818442393882]|-0.002103745937347412|0.050626929849386215|0.10210055112838745|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|11.150001525878906|8.3525|[82.49578857421875, 33.44127655029297, 100.44379425048828, 149.95005798339844]|[-0.1649915874004364, 0.06688255071640015, -0.20088759064674377, 0.2999001145362854]|[4617.405070699446, 2172.869699699452, 5711.961648873656, 7026.265913356934]|-0.0034185051918029785|0.05194168910384178|0.09996915608644485|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|12.150001525878906|8.3262822265625|[38.72992706298828, 77.18933868408203, 144.0830841064453, 106.06798553466797]|[-0.07745984941720963, 0.15437868237495422, -0.2881661653518677, 0.21213597059249878]|[3381.362590459386, 4773.6114228783445, 6521.911510664965, 5595.779132018581]|-0.003965198993682861|0.052488382905721664|0.0998065248131752|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|13.150001525878906|8.30010546875|[19.680274963378906, 96.1748046875, 163.00881958007812, 86.93730163574219]|[-0.03936054930090904, 0.1923496127128601, -0.3260176181793213, 0.1738746017217636]|[2410.3715072261075, 5328.427493539634, 6937.036111145411, 5066.073451422036]|-0.003231644630432129|0.05175482854247093|0.09968885779380798|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|14.150001525878906|8.2739697265625|[23.193357467651367, 92.5770263671875, 159.37461853027344, 90.38931274414062]|[-0.0463867150247097, 0.1851540505886078, -0.31874924898147583, 0.1807786226272583]|[2616.6775888232446, 5227.812675527391, 6859.271340868879, 5165.673420862918]|-0.002665400505065918|0.05118858441710472|0.09962959587574005|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|15.150001525878906|8.2478759765625|[40.9119873046875, 74.75675201416016, 141.5323944091797, 108.06614685058594]|[-0.08182397484779358, 0.14951351284980774, -0.2830648124217987, 0.2161322981119156]|[3475.3111358229908, 4697.790183596754, 6463.92533137849, 5648.241239283135]|-0.0018676519393920898|0.05039083585143089|0.09959962218999863|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|16.150001525878906|8.2218232421875|[62.89727783203125, 52.66642761230469, 119.42292022705078, 130.02130126953125]|[-0.12579454481601715, 0.1053328588604927, -0.2388458400964737, 0.26004260778427124]|[4309.077736237523, 3943.0776942374946, 5937.617914781767, 6195.489968121245]|-0.0013270974159240723|0.049850281327962875|0.09959328174591064|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|17.150001525878906|8.1958115234375|[81.16002655029297, 34.299896240234375, 101.02979278564453, 148.25546264648438]|[-0.1623200625181198, 0.06859979033470154, -0.20205959677696228, 0.2965109050273895]|[4894.85120131405, 3182.1072066056995, 5461.263548302491, 6615.6688180808505]|-0.000980079174041748|0.04950326308608055|0.09959999471902847|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|18.150001525878906|8.16984033203125|[91.44671630859375, 23.92165184020996, 90.61347961425781, 158.50840759277344]|[-0.18289342522621155, 0.04784330353140831, -0.1812269538640976, 0.3170168101787567]|[5195.800431630122, 2657.4431750841504, 5172.074928679424, 6840.605661427739]|-0.000939488410949707|0.04946267232298851|0.09961500018835068|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|19.150001525878906|8.1439111328125|[93.2548828125, 22.024791717529297, 88.6712646484375, 160.27825927734375]|[-0.18650977313518524, 0.04404958337545395, -0.1773425191640854, 0.32055649161338806]|[5246.9170012443155, 2549.9068113811845, 5116.345395445324, 6878.689601979479]|-0.0012478232383728027|0.049771007150411606|0.09962095320224762|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
1.0|3.0|20.150001525878906|8.11802294921875|[88.82384490966797, 26.3834171295166, 92.97452545166016, 155.79830932617188]|[-0.1776476800441742, 0.0527668334543705, -0.18594905734062195, 0.3115966022014618]|[5120.74545550537, 2790.833490281804, 5239.024014733143, 6781.874897531806]|-0.0013695359230041504|0.049892719835042953|0.0996219739317894|0.879425982406226|0.8786621214389925|0.019076486149992057|0.019059916497225965
