route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel|error_target_vel|error_target_dist|xDisplacement|yDisplacement|x_avg_Vel|y_avg_Vel|pos_x|pos_y|pos_z 
0|0|0|10.0009892578125|[94.78465270996094, 94.78418731689453, 94.79045867919922, 94.79096984863281]|[-0.18956929445266724, 0.18956837058067322, -0.18958091735839844, 0.18958193063735962]|[5289.77762874102, 5289.764642309236, 5289.939637120072, 5289.953900432225]|0|0|0|0|0|0|0|3.509326461426099e-06|-4.141496538068168e-05|0.9488595128059387
0|0|0|10.0009892578125|[94.78461456298828, 94.78418731689453, 94.79049682617188, 94.79096984863281]|[-0.18956923484802246, 0.18956837058067322, -0.1895809918642044, 0.18958193063735962]|[5289.776564280598, 5289.764642309236, 5289.94070154768, 5289.953900432225]|0|0|0|0|0|0|0|3.3690896543703275e-06|-4.301566514186561e-05|0.9488595128059387
1000.0|9.0|0.05000019073486328|10.0009892578125|[94.78468322753906, 94.78430938720703, 94.7904281616211, 94.79084777832031]|[-0.1895693689584732, 0.1895686239004135, -0.18958085775375366, 0.18958169221878052]|[5289.778480309203, 5289.76804858951, 5289.938785577831, 5289.950494271625]|0.0|0.1605880856513977|4.33784443885088e-05|3.7967104162817122e-06|4.301566514186561e-05|0|0|3.0588005301979138e-06|-4.326289490563795e-05|0.9488595128059387
1000.0|9.0|0.5|10.0009892578125|[94.78475952148438, 94.7844009399414, 94.79035186767578, 94.79075622558594]|[-0.18956951797008514, 0.18956880271434784, -0.18958070874214172, 0.1895815134048462]|[5289.780609229062, 5289.770603298275, 5289.93665672163, 5289.9479396497345]|0.0|0.1605880856513977|4.289616845198907e-05|3.7967104162817122e-06|4.301566514186561e-05|0|0|2.9130881102901185e-06|-4.278957567294128e-05|0.9488595128059387
1000.0|9.0|1.1499996185302734|9.915041015625|[88.03233337402344, 102.09391784667969, 120.1825942993164, 106.1209945678711]|[-0.1760646551847458, 0.20418784022331238, -0.2403651922941208, 0.212241992354393]|[5097.878853956402, 5489.949367488017, 5956.473188938596, 5597.177243751657]|2.7737401069316547e-06|0.16058531191129077|0.16062910854816437|3.7967104162817122e-06|4.301566514186561e-05|0|0|-3.4662843972910196e-06|-4.9256355850957334e-05|0.9547740817070007
1000.0|9.0|1.8500003814697266|9.915041015625|[80.27959442138672, 93.02902221679688, 109.43466186523438, 96.68463897705078]|[-0.16055919229984283, 0.18605804443359375, -0.21886932849884033, 0.1933692842721939]|[4868.228885032394, 5240.559209639703, 5683.892482905892, 5342.532145424817]|2.7737401069316547e-06|0.16058531191129077|0.15595519542694092|3.7967104162817122e-06|4.301566514186561e-05|0|0|0.0028842072933912277|0.0036259794142097235|0.9588294625282288
1000.0|9.0|2.5500001907348633|9.8864736328125|[69.7415542602539, 94.29735565185547, 120.46043395996094, 95.90219116210938]|[-0.13948310911655426, 0.18859471380710602, -0.24092087149620056, 0.19180437922477722]|[4537.474683241867, 5276.1624780345655, 5963.35433975181, 5320.870253145397]|0.0037075490690767765|0.15688053658232093|0.30274271965026855|3.7967104162817122e-06|4.301566514186561e-05|0|0|0.011645074002444744|0.014295727014541626|0.9587084054946899
1000.0|9.0|3.1999998092651367|9.8579482421875|[66.04187774658203, 100.86517333984375, 125.45801544189453, 90.62987518310547]|[-0.13208375871181488, 0.20173034071922302, -0.2509160339832306, 0.18125975131988525]|[4415.481916403812, 5456.8124023788605, 6085.799086484181, 5172.54282415925]|0.016999077051877975|0.14358900859951973|0.43888264894485474|3.7967104162817122e-06|4.301566514186561e-05|0|0|0.02782805822789669|0.03268624097108841|0.9584428071975708
1000.0|9.0|3.8500003814697266|9.8579482421875|[70.5218505859375, 99.8936538696289, 123.13055419921875, 93.75091552734375]|[-0.14104370772838593, 0.19978730380535126, -0.2462611198425293, 0.18750181794166565]|[4562.787615658622, 5430.4691822332725, 6029.083811102427, 5260.852951013274]|0.016999077051877975|0.14358900859951973|0.40227094292640686|3.7967104162817122e-06|4.301566514186561e-05|0|0|0.05375216156244278|0.05896094813942909|0.957976222038269
1000.0|9.0|4.600000381469727|9.8294638671875|[69.97510528564453, 105.44026184082031, 127.21415710449219, 91.73696899414062]|[-0.1399502009153366, 0.21088051795959473, -0.25442832708358765, 0.18347392976284027]|[4545.065897326368, 5579.196298040497, 6128.245096042197, 5204.0396572049185]|0.037956222891807556|0.12263186275959015|0.5052606463432312|3.7967104162817122e-06|4.301566514186561e-05|0|0|0.09709247946739197|0.09848795086145401|0.9572094678878784
