route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel|error_target_vel|error_target_dist 
79.0|8.0|26.300003051757812|5.18585986328125|[88.64630889892578, 104.84724426269531, 105.55154418945312, 90.30606842041016]|[-0.1772926151752472, 0.2096944898366928, -0.21110308170318604, 0.18061214685440063]|[5115.625369517895, 5563.484905858607, 5582.139681936485, 5163.294201303953]|-0.18157827854156494|0.38419462740421295|0.49429598450660706
79.0|8.0|29.050003051757812|5.12402099609375|[103.34041595458984, 107.51777648925781, 90.24332427978516, 87.21841430664062]|[-0.20668083429336548, 0.2150355577468872, -0.18048664927482605, 0.17443682253360748]|[5523.36198617208, 5633.8923083386835, 5161.500175967722, 5074.25744165886]|-0.19054663181304932|0.3931629806756973|0.5777750611305237
79.0|8.0|31.70001220703125|5.08300146484375|[95.99212646484375, 95.97628784179688, 97.32157897949219, 98.44254302978516]|[-0.19198425114154816, 0.19195257127285004, -0.19464316964149475, 0.19688507914543152]|[5323.3645754007075, 5322.925381863643, 5360.101050316434, 5390.881879904583]|-0.19034123420715332|0.39295758306980133|0.47861248254776
79.0|8.0|34.40000915527344|5.02178076171875|[96.90408325195312, 94.83912658691406, 96.05267333984375, 99.1581802368164]|[-0.1938081532716751, 0.18967825174331665, -0.19210535287857056, 0.19831636548042297]|[5348.591658183675, 5291.297459735925, 5325.043162451567, 5410.441155468447]|-0.19968724250793457|0.4023035913705826|0.5729220509529114
79.0|8.0|37.15000915527344|4.96093115234375|[99.83602905273438, 95.957763671875, 93.0660629272461, 97.33200073242188]|[-0.19967205822467804, 0.19191552698612213, -0.18613213300704956, 0.19466400146484375]|[5428.902641604947, 5322.411674078589, 5241.6024040818365, 5360.388037817018]|-0.19012880325317383|0.39274515211582184|0.6578964591026306
79.0|8.0|39.90000915527344|4.92057080078125|[98.66029357910156, 92.44977569580078, 93.64028930664062, 100.962158203125]|[-0.1973205804824829, 0.18489955365657806, -0.1872805804014206, 0.20192430913448334]|[5396.840782609361, 5224.218525571446, 5257.74812763901, 5459.435215740686]|-0.19962835311889648|0.4022447019815445|0.5403351783752441
79.0|8.0|42.80000305175781|4.86033935546875|[98.56908416748047, 92.21047973632812, 93.38890075683594, 100.84243774414062]|[-0.19713817536830902, 0.18442095816135406, -0.18677780032157898, 0.2016848772764206]|[5394.345571647548, 5217.452990543115, 5250.685857913619, 5456.197369119768]|-0.19014787673950195|0.39276422560214996|0.5967679619789124
79.0|7.0|1.75|4.800478515625|[-88.46907043457031, 263.32818603515625, 286.20806884765625, -67.45731353759766]|[0.17693814635276794, 0.5266563892364502, -0.5724161863327026, -0.13491462171077728]|[5110.508747890148, 8816.923602982732, 9191.985712997255, 4462.548249571367]|-0.19017791748046875|0.44401976466178894|0.2911875545978546
79.0|7.0|4.9000091552734375|4.7409892578125|[-3950.283447265625, 4180.5703125, 4160.0546875, -3978.83984375]|[7.900567054748535, 8.361140251159668, -8.320109367370605, -7.957679748535156]|[34149.357214978525, 35130.648765879785, 35044.343123581064, 34272.566922908554]|-0.02248859405517578|0.27633044123649597|0.4301392436027527
79.0|7.0|8.100006103515625|4.66224658203125|[828.7525024414062, -520.9509887695312, -608.8092041015625, 741.0646362304688]|[-1.6575050354003906, -1.04190194606781, 1.217618465423584, 1.4821292161941528]|[15641.587568345652, 12401.289254101146, 13406.302320422841, 14790.962928241297]|0.279172420501709|-0.025330573320388794|0.4690735638141632
79.0|7.0|11.100006103515625|4.6036220703125|[-1537.42529296875, 1796.822021484375, 1738.831298828125, -1601.074462890625]|[3.074850559234619, 3.593644142150879, -3.4776625633239746, -3.202148914337158]|[22383.206687982558, 24158.040743252794, 23707.545310833353, 22937.96978648241]|0.13409066200256348|0.11975118517875671|0.49955126643180847
79.0|7.0|13.949996948242188|4.56474560546875|[1063.9368896484375, -888.1676025390625, -849.374755859375, 1094.6837158203125]|[-2.1278738975524902, -1.7763352394104004, 1.6987495422363281, 2.1893675327301025]|[17722.555198246206, 16192.573152897383, 15835.00039779266, 17976.814326885324]|0.14708566665649414|0.10675618052482605|0.3153700828552246
79.0|7.0|16.75|4.50673974609375|[1195.0208740234375, -977.6349487304688, -979.7578735351562, 1184.830810546875]|[-2.3900418281555176, -1.9552698135375977, 1.9595156908035278, 2.369661808013916]|[18782.61902739357, 16988.567622303948, 17007.00287460988, 18702.366938645533]|0.17824697494506836|0.07559487223625183|0.3555199205875397
79.0|7.0|19.5|4.4491044921875|[39.95036697387695, 178.53533935546875, 172.5219268798828, 26.014719009399414]|[-0.07990073412656784, 0.3570706844329834, -0.3450438678264618, 0.05202943831682205]|[3434.225356436904, 7259.897693842761, 7136.586827892858, 2771.264469345689]|0.16492438316345215|0.08891746401786804|0.42605066299438477
79.0|7.0|22.25|4.39184033203125|[-909.8311767578125, 1132.8814697265625, 1121.079833984375, -929.197509765625]|[1.81966233253479, 2.2657630443573, -2.242159605026245, -1.858394980430603]|[16388.862487392762, 18287.765347255714, 18192.26083904308, 16562.367717304165]|0.16841506958007812|0.08542677760124207|0.49482107162475586
79.0|7.0|24.900009155273438|4.3538701171875|[1415.02783203125, -1199.1153564453125, -1201.9466552734375, 1404.18212890625]|[-2.8300554752349854, -2.39823055267334, 2.403893232345581, 2.8083643913269043]|[20438.58827069431, 18814.7688178368, 18836.968026966497, 20360.110219207912]|0.1703033447265625|0.08353850245475769|0.32830509543418884
79.0|7.0|27.449996948242188|4.29722412109375|[-101.49833679199219, 319.42303466796875, 313.8078308105469, -115.00042724609375]|[0.20299667119979858, 0.6388460993766785, -0.6276156306266785, -0.23000085353851318]|[5473.9127001904335, 9710.721964791952, 9624.99012078662, 5826.639261513909]|0.16901707649230957|0.08482477068901062|0.44480615854263306
79.0|7.0|30.050003051757812|4.24094921875|[-1665.9927978515625, 1908.8997802734375, 1879.0640869140625, -1707.408447265625]|[3.3319854736328125, 3.8177995681762695, -3.7581281661987305, -3.4148168563842773]|[22177.110673275663, 23738.865945815818, 23552.6186416625, 22451.073768599028]|0.16947177052497864|0.08437007665634155|0.5459369421005249
79.0|7.0|32.65000915527344|4.203638671875|[617.4719848632812, -400.7995910644531, -404.8788757324219, 605.3991088867188]|[-1.2349439859390259, -0.8015992045402527, 0.8097577691078186, 1.2107981443405151]|[13501.344941684452, 10877.573809527354, 10932.78891838173, 13368.703541680567]|0.17817804217338562|0.07566380500793457|0.3943341076374054
79.0|7.0|35.15000915527344|4.1479814453125|[-1255.450927734375, 1481.3946533203125, 1463.6910400390625, -1279.7728271484375]|[2.510901927947998, 2.962789297103882, -2.927381992340088, -2.5595455169677734]|[19251.664073539847, 20912.395819341044, 20787.061988504407, 19437.251155398793]|0.16969674825668335|0.08414509892463684|0.5212627053260803
79.0|7.0|37.64997863769531|4.1110830078125|[612.7728881835938, -396.72918701171875, -400.67578125, 600.7847290039062]|[-1.2255457639694214, -0.7934584021568298, 0.8013515472412109, 1.2015694379806519]|[13449.87273391372, 10822.198118249053, 10875.893600207883, 13317.657650120229]|0.16972744464874268|0.08411440253257751|0.3942137658596039
79.0|7.0|40.24998474121094|4.056044189453125|[-870.03076171875, 1086.3046875, 1078.95361328125, -884.5282592773438]|[1.7400615215301514, 2.172609567642212, -2.157907247543335, -1.7690564393997192]|[16026.39004042887, 17907.88227796688, 17847.18768778823, 16159.363866805174]|0.16140198707580566|0.09243986010551453|0.49622514843940735
79.0|7.0|42.84999084472656|4.019557861328125|[1241.424560546875, -1023.31298828125, -1030.3914794921875, 1226.2589111328125]|[-2.48284912109375, -2.046625852584839, 2.0607829093933105, 2.4525177478790283]|[19143.818610316393, 17380.915460308534, 17440.92575704869, 19026.525705318818]|0.16982746124267578|0.08401438593864441|0.34226155281066895
79.0|7.0|45.50001525878906|3.965137451171875|[81.76519775390625, 130.784423828125, 129.21945190429688, 72.25501251220703]|[-0.1635303944349289, 0.2615688443183899, -0.25843891501426697, 0.14451003074645996]|[4913.066581737463, 6213.6446901001345, 6176.356439163488, 4618.515380947425]|0.16984176635742188|0.08400008082389832|0.431942343711853
79.0|7.0|48.15000915527344|3.911087890625|[-1060.328369140625, 1277.74853515625, 1267.2255859375, -1077.3099365234375]|[2.4928476810455322, 2.9408633708953857, -2.9046380519866943, -2.540717363357544]|[19182.326352227206, 20834.87137296271, 20706.152535923244, 19365.6285809511]|0.16984915733337402|0.08399268984794617|0.5201312899589539
79.0|7.0|50.84999084472656|3.8752607421875|[1239.0643310546875, -1020.0194702148438, -1028.99072265625, 1221.9547119140625]|[-2.478128671646118, -2.0400390625, 2.057981491088867, 2.4439094066619873]|[19125.611582955404, 17352.92280603651, 17429.066767008946, 18993.104563509103]|0.17826008796691895|0.07558175921440125|0.3411058485507965
79.0|6.0|0.50006103515625|3.821829345703125|[262.3283996582031, -50.8529167175293, -51.924198150634766, 253.2138671875]|[-0.5246568322181702, -0.10170583426952362, 0.103848397731781, 0.5064277648925781]|[8800.169940482549, 3874.595213913534, 3915.1941517354235, 8645.938599595274]|0.16986966133117676|-0.14859305508434772|0.4179292619228363
79.0|6.0|3.1500244140625|3.768768798828125|[1012.274169921875, -897.12060546875, -846.7332153320312, 1051.41259765625]|[-2.024548292160034, -1.7942413091659546, 1.6934665441513062, 2.102825403213501]|[17286.914402965926, 16273.9815736324, 15810.357937332132, 17617.93454470748]|0.05296945571899414|-0.03169284947216511|0.01900465413928032
79.0|6.0|5.6500244140625|3.733601318359375|[214.73324584960938, -45.84172439575195, -50.19428253173828, 199.60560607910156]|[-0.42946648597717285, -0.09168345481157303, 0.10038856416940689, 0.39921119809150696]|[7961.924378954984, 3678.7381563384365, 3849.422047842514, 7676.350058583882]|0.0036296844482421875|0.017646921798586845|0.027351563796401024
79.0|6.0|8.20001220703125|3.681158935546875|[-188.1317596435547, 327.9261474609375, 352.3336486816406, -174.45281982421875]|[0.37626349925994873, 0.6558523178100586, -0.704667329788208, -0.34890565276145935]|[7452.456723946977, 9839.123853315146, 10198.715209379363, 7176.41261329576]|-0.003432035446166992|0.024708641692996025|0.0459144301712513
79.0|6.0|10.700042724609375|3.646403564453125|[65.48487091064453, 102.99174499511719, 98.7266616821289, 50.49353790283203]|[-0.13096974790096283, 0.2059834897518158, -0.1974533349275589, 0.10098707675933838]|[4396.822078674816, 5514.036190953875, 5398.655686337888, 3860.880009634611]|0.002586841583251953|0.01868976466357708|0.03574150428175926
79.0|6.0|13.300048828125|3.594579345703125|[109.50089263916016, 44.524871826171875, 54.465904235839844, 108.7121810913086]|[-0.21900178492069244, 0.08904974162578583, -0.10893180966377258, 0.21742436289787292]|[5685.612192417516, 3625.5153061187557, 4009.87433991427, 5665.099062455222]|0.0038962364196777344|0.0173803698271513|0.042314302176237106
79.0|6.0|15.800018310546875|3.56023583984375|[185.51873779296875, -14.729695320129395, -21.787126541137695, 167.7546844482422]|[-0.37103748321533203, -0.0294593907892704, 0.0435742512345314, 0.33550935983657837]|[7400.520984408547, 2085.2843593916596, 2536.1117250963994, 7037.294601102697]|0.0010576248168945312|0.0202189814299345|0.029366664588451385
79.0|6.0|18.250030517578125|3.509030029296875|[-3.018251895904541, 150.69786071777344, 166.44100952148438, 2.0453689098358154]|[0.0060365041717886925, 0.3013957142829895, -0.33288201689720154, 0.004090737551450729]|[943.943814699604, 6669.940313088622, 7009.686169797701, 777.0594191571632]|-0.0007519721984863281|0.02202857844531536|0.04090649262070656
79.0|6.0|20.550018310546875|3.475098876953125|[55.306488037109375, 110.49932861328125, 108.03872680664062, 42.16712951660156]|[-0.11061298102140427, 0.2209986448287964, -0.21607744693756104, 0.08433425426483154]|[4040.698485098466, 5711.474256646539, 5647.524618708533, 3528.218094615635]|-3.24249267578125e-05|0.021309031173586845|0.03436132147908211
79.0|6.0|23.050018310546875|3.424510986328125|[33.45732116699219, 78.99695587158203, 129.47067260742188, 73.28775024414062]|[-0.0669146403670311, 0.15799391269683838, -0.2589413523674011, 0.14657551050186157]|[3142.7800428259234, 4829.182098804382, 6182.357374668674, 4651.404396701464]|0.0007076263427734375|0.020568979904055595|0.04497873783111572
79.0|6.0|25.50006103515625|3.390991943359375|[74.75811004638672, 89.48188781738281, 88.1677017211914, 62.79457473754883]|[-0.14951622486114502, 0.1789637804031372, -0.176335409283638, 0.12558914721012115]|[4697.83285346481, 5139.678728854102, 5101.796882261703, 4305.5582164764055]|0.0004935264587402344|0.0207830797880888|0.03548780456185341
79.0|6.0|27.950042724609375|3.3576376953125|[190.3613739013672, -21.093517303466797, -27.75591278076172, 173.0753936767578]|[-0.3807227611541748, -0.04218703508377075, 0.055511828511953354, 0.34615078568458557]|[7496.487467585411, 2495.415715126307, 2862.504387742294, 7148.025087104046]|0.0001010894775390625|0.02117551676928997|0.026096617802977562
79.0|6.0|30.50006103515625|3.307915283203125|[59.6305046081543, 104.03279113769531, 102.86729431152344, 47.845829010009766]|[-0.1192610114812851, 0.20806558430194855, -0.20573458075523376, 0.09569165855646133]|[4195.682788317229, 5541.834209997348, 5510.70372484273, 3758.291363107662]|-8.630752563476562e-05|0.0213629137724638|0.03522227331995964
79.0|6.0|33.0|3.25856396484375|[186.99842834472656, -18.213542938232422, -24.815439224243164, 169.803955078125]|[-0.3739968538284302, -0.0364270880818367, 0.04963087663054466, 0.3396078944206238]|[7429.975509051226, 2318.8124364959103, 2706.6330914528335, 7080.147490385864]|9.679794311523438e-05|0.0211798083037138|0.02524276077747345
79.0|6.0|35.550018310546875|3.225869140625|[76.9688949584961, 87.90080261230469, 85.1064224243164, 63.58554458618164]|[-0.15393778681755066, 0.1758016049861908, -0.17021284997463226, 0.1271710842847824]|[4766.790111154675, 5094.069012092265, 5012.4444351561715, 4332.590085894705]|9.918212890625e-05|0.021177424117922783|0.034136004745960236
79.0|6.0|38.10003662109375|3.177135986328125|[19.228357315063477, 103.95120239257812, 142.4161834716797, 47.125789642333984]|[-0.038456711918115616, 0.20790240168571472, -0.2848323583602905, 0.09425158053636551]|[2382.5361339593746, 5539.660664619458, 6484.075686560876, 3729.9046016321613]|-1.9073486328125e-05|0.021295679733157158|0.04359971359372139
79.0|6.0|40.6500244140625|3.144853271484375|[113.51079559326172, 53.66840744018555, 48.11724090576172, 97.40322875976562]|[-0.22702158987522125, 0.10733681172132492, -0.09623448550701141, 0.19480645656585693]|[5788.779241612849, 3980.4095366514957, 3768.935995123082, 5362.349058015054]|-7.62939453125e-06|0.021284235641360283|0.03187546879053116
79.0|5.0|0.20001220703125|3.09673828125|[15.91107177734375, 130.08145141601562, 145.42076110839844, 20.71713638305664]|[-0.031822144985198975, 0.260162889957428, -0.2908415198326111, 0.04143427312374115]|[2167.2954610523902, 6196.922873867166, 6552.116497966257, 2473.052104265268]|1.4781951904296875e-05|0.13499154150485992|0.040758904069662094
79.0|5.0|2.75|3.06486767578125|[-1137.808837890625, 1337.6253662109375, 1307.3385009765625, -1178.821533203125]|[2.2756175994873047, 2.675250768661499, -2.6146769523620605, -2.3576431274414062]|[18327.492708721056, 19871.728822334586, 19645.470283604907, 18654.878902934335]|-0.003384113311767578|0.1383904367685318|0.1631823480129242
79.0|5.0|5.4000244140625|3.017370849609375|[-91.72271728515625, 280.6474609375, 272.4316101074219, -112.23635864257812]|[0.18344543874263763, 0.5612949132919312, -0.544863224029541, -0.22447271645069122]|[5203.635407204676, 9102.254258062956, 8968.03206843986, 5756.190893340142]|0.04609966278076172|0.0889066606760025|0.23856501281261444
79.0|5.0|8.0|2.970244873046875|[1634.245361328125, -1388.86279296875, -1461.4881591796875, 1550.7513427734375]|[-3.268490791320801, -2.7777254581451416, 2.92297625541687, 3.1015026569366455]|[21964.78893907403, 20248.743347926225, 20771.413650868373, 21396.339826326515]|0.02656269073486328|0.10844363272190094|0.1578083634376526
79.0|5.0|10.600006103515625|2.93903369140625|[174.81842041015625, 59.267974853515625, 0.7029510736465454, 104.7669448852539]|[-0.34963682293891907, 0.11853595077991486, -0.0014059022068977356, 0.20953388512134552]|[7183.928477687771, 4182.909302867407, 455.544652850381, 5561.3540442069425]|0.006984233856201172|0.12802208960056305|0.19076132774353027
79.0|5.0|13.050018310546875|2.892526123046875|[-696.1615600585938, 570.5346069335938, 866.0983276367188, -411.1915283203125]|[1.3923231363296509, 1.1410692930221558, -1.732196569442749, -0.8223830461502075]|[14335.849187554924, 12978.048722913349, 15990.130346890717, 11017.688339605244]|0.015313148498535156|0.11969317495822906|0.26858219504356384
79.0|5.0|15.5|2.86172705078125|[-37.97467803955078, 252.712646484375, 215.27984619140625, -86.88406372070312]|[0.07594935595989227, 0.5054253339767456, -0.4305596947669983, -0.17376811802387238]|[3348.2313175004806, 8637.377318808, 7972.0514196160775, 5064.522054692433]|0.02218484878540039|0.11282147467136383|0.21263840794563293
79.0|5.0|18.100006103515625|2.81583740234375|[-406.0340270996094, 361.75189208984375, 576.265380859375, -204.33563232421875]|[0.8120680451393127, 0.723503828048706, -1.1525307893753052, -0.4086712598800659]|[10948.373864581752, 10334.127361657602, 13043.065314473679, 7766.770225489586]|0.018919944763183594|0.11608637869358063|0.2639963626861572
79.0|5.0|20.6500244140625|2.785450439453125|[276.7970886230469, -43.094017028808594, -101.56144714355469, 207.27157592773438]|[-0.553594172000885, -0.08618803322315216, 0.20312289893627167, 0.41454315185546875]|[9039.598947729659, 3566.78468710672, 5475.614239751634, 7822.368637985376]|0.016098499298095703|0.11890782415866852|0.18888182938098907
79.0|5.0|23.20001220703125|2.74017919921875|[-543.9913330078125, 609.0015258789062, 715.4365234375, -449.2840270996094]|[1.0879826545715332, 1.2180031538009644, -1.4308730363845825, -0.8985680341720581]|[12672.561111903751, 13408.419667107682, 14532.955966216792, 11516.722260465938]|0.016746044158935547|0.11826027929782867|0.25292015075683594
79.0|5.0|25.6500244140625|2.710204345703125|[283.0914611816406, -49.93779754638672, -108.19097137451172, 213.9626922607422]|[-0.5661829113960266, -0.09987559169530869, 0.2163819521665573, 0.4279254078865051]|[9141.801541915303, 3839.574477541043, 5651.502369472752, 7947.6261665368775]|0.020263671875|0.11474265158176422|0.18991513550281525
79.0|5.0|27.75|2.680394287109375|[506.3557434082031, -269.4346008300781, -333.0020446777344, 432.1671447753906]|[-1.012711524963379, -0.5388692021369934, 0.6660041213035583, 0.8643342852592468]|[12226.334520271617, 8918.567170325714, 9914.980263940022, 11295.209160092621]|0.02038097381591797|0.11462534964084625|0.17659495770931244
79.0|5.0|30.050018310546875|2.635988525390625|[-429.6817626953125, 304.93463134765625, 598.4183349609375, -146.29737854003906]|[0.8593635559082031, 0.6098692417144775, -1.1968367099761963, -0.2925947606563568]|[11262.68310055648, 9487.936707800514, 13291.403720528737, 6571.835379647855]|0.018509387969970703|0.11649693548679352|0.2692231833934784
79.0|5.0|32.450042724609375|2.606590576171875|[-151.8870391845703, 353.6474304199219, 327.2479553222656, -189.33065795898438]|[0.3037740886211395, 0.7072948217391968, -0.654495894908905, -0.3786613345146179]|[6696.205328232335, 10217.712002103444, 9828.9443203218, 7476.164971056057]|0.018472671508789062|0.11653365194797516|0.21806581318378448
79.0|5.0|34.85003662109375|2.577357666015625|[676.9171752929688, -441.11297607421875, -505.7512512207031, 602.0474243164062]|[-1.3538343906402588, -0.8822259306907654, 1.0115025043487549, 1.2040948867797852]|[14136.313592038287, 11411.515401211636, 12219.03438504873, 13331.645453525784]|0.01867532730102539|0.11633099615573883|0.16409991681575775
79.0|5.0|37.350006103515625|2.533817138671875|[-326.7425537109375, 491.8216247558594, 500.6977233886719, -328.8956298828125]|[0.6534850597381592, 0.9836432337760925, -1.0013954639434814, -0.657791256904602]|[9821.351478754888, 12049.5884532909, 12157.83408436568, 9853.657335804437]|0.018782615661621094|0.11622370779514313|0.2327588051557541
79.0|5.0|39.70001220703125|2.504996337890625|[484.115478515625, -248.7109832763672, -311.94000244140625, 410.62255859375]|[-0.9682309627532959, -0.4974219799041748, 0.6238799691200256, 0.8212451338768005]|[11954.815781836769, 8568.718709906967, 9596.30272138536, 11010.063059513446]|0.018718719482421875|0.11628760397434235|0.18275929987430573
79.0|5.0|42.300018310546875|2.46207421875|[-399.208740234375, 537.7291259765625, 571.70068359375, -376.1814880371094]|[0.7984175086021423, 1.075458288192749, -1.1434013843536377, -0.7523630261421204]|[10855.964752041062, 12599.409293687753, 12991.304426325647, 10538.216437284167]|0.018683910369873047|0.11632241308689117|0.2398509383201599
79.0|5.0|44.85003662109375|2.43366552734375|[667.4850463867188, -432.9007873535156, -497.266845703125, 593.1792602539062]|[-1.3349701166152954, -0.8658015727996826, 0.9945337176322937, 1.1863585710525513]|[14037.480770260214, 11304.792411178374, 12116.108567829086, 13233.093559886533]|0.01870870590209961|0.11629761755466461|0.1638546735048294
