route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel|error_target_vel|error_target_dist 
79.0|10.0|22.700000762939453|7.91240185546875|[200.12924194335938, -18.27882957458496, -19.996366500854492, 199.13229370117188]|[-0.40025848150253296, -0.03655765950679779, 0.03999273106455803, 0.3982645869255066]|[7686.412349702505, 2322.964622727136, 2429.651295892637, 7667.243430793228]|0.03621935844421387|-0.001394670456647873|0.052457310259342194
79.0|10.0|25.249996185302734|7.8359736328125|[-187.2715301513672, 365.4252624511719, 366.9961242675781, -185.03240966796875]|[0.37454307079315186, 0.7308505177497864, -0.7339922785758972, -0.3700648248195648]|[7435.399082471404, 10386.463225371794, 10408.763547194058, 7390.814570552211]|0.03294110298156738|0.0018835850059986115|0.06868970394134521
79.0|10.0|27.700000762939453|7.7852275390625|[203.2630615234375, -22.0245361328125, -23.735017776489258, 202.27162170410156]|[-0.406526118516922, -0.04404906928539276, 0.04747003689408302, 0.4045432507991791]|[7746.35926885558, 2549.8920162560066, 2647.056338319861, 7727.444280134417]|0.034824252128601074|4.3585896492004395e-07|0.05287392809987068
79.0|10.0|30.249996185302734|7.70941796875|[-178.72425842285156, 356.248291015625, 357.827880859375, -176.47764587402344]|[0.3574484884738922, 0.7124965786933899, -0.7156558036804199, -0.35295528173446655]|[7263.737747226084, 10255.21568608038, 10277.926135775167, 7217.939789113176]|0.03308701515197754|0.0017376728355884552|0.06854283809661865
79.0|10.0|32.749996185302734|7.659083984375|[240.85890197753906, -60.22502136230469, -61.96013259887695, 239.8427734375]|[-0.4817177951335907, -0.12045004963874817, 0.1239202618598938, 0.47968554496765137]|[8432.371953081198, 4216.546415271726, 4276.855460976624, 8414.56603051431]|0.036487698554992676|-0.0016630105674266815|0.05107453837990761
79.0|10.0|35.04999923706055|7.583892578125|[451.04229736328125, -270.81884765625, -272.4422302246094, 450.14276123046875]|[-0.9020845890045166, -0.541637659072876, 0.5448845028877258, 0.900285542011261]|[11539.235566252137, 8941.447829138366, 8968.206865746413, 11527.723187166757]|0.03476381301879883|6.087496876716614e-05|0.04066372662782669
79.0|10.0|36.999996185302734|7.5589111328125|[418.0014953613281, -237.97100830078125, -239.63475036621094, 417.0605163574219]|[-0.8360030055046082, -0.4759420156478882, 0.47926947474479675, 0.83412104845047]|[11108.548658787819, 8381.667518375307, 8410.916131961927, 11096.03817672658]|0.03650474548339844|-0.0016800574958324432|0.04240339621901512
79.0|10.0|39.499996185302734|7.4842138671875|[40.19448471069336, 138.93511962890625, 137.8368377685547, 39.79814910888672]|[-0.08038897067308426, 0.277870237827301, -0.27567365765571594, 0.07959629595279694]|[3444.701837446082, 6404.3406422603775, 6378.977268063486, 3427.676613774805]|0.03480052947998047|2.4158507585525513e-05|0.05996828153729439
79.0|10.0|41.95000076293945|7.43462158203125|[383.49102783203125, -204.0267791748047, -205.72705078125, 382.5108642578125]|[-0.7669820785522461, -0.40805357694625854, 0.41145411133766174, 0.7650217413902283]|[10640.107304816984, 7760.8982722082, 7793.169176290659, 10626.501095975103]|0.034795284271240234|2.9403716325759888e-05|0.0441107340157032
79.0|10.0|44.45000076293945|7.36054296875|[-2.432922124862671, 180.64065551757812, 179.84555053710938, -2.5327444076538086]|[0.004865844268351793, 0.36128130555152893, -0.3596910834312439, -0.005065488629043102]|[847.4859518005403, 7302.577156616653, 7286.487980021726, 864.6972674316384]|0.0347898006439209|3.4887343645095825e-05|0.061717115342617035
79.0|10.0|46.999996185302734|7.31136279296875|[415.4923095703125, -236.66224670410156, -238.34783935546875, 414.5256042480469]|[-0.8309845924377441, -0.4733245074748993, 0.4766956865787506, 0.8290512561798096]|[11075.157189473313, 8358.587546247598, 8388.301148347828, 11062.265677490406]|0.0330653190612793|0.0017593689262866974|0.04237299785017967
79.0|10.0|49.45000076293945|7.23790234375|[-2.3864448070526123, 179.98326110839844, 179.1942138671875, -2.482002019882202]|[0.00477288942784071, 0.359966516494751, -0.3583884537220001, -0.004964004270732403]|[839.3519452906522, 7289.277135516746, 7273.28147687716, 855.9915337862207]|0.034795284271240234|2.9403716325759888e-05|0.06170507147908211
79.0|10.0|51.89999771118164|7.189134765625|[346.3974914550781, -168.0889434814453, -169.8361358642578, 345.3658142089844]|[-0.6927949786186218, -0.33617788553237915, 0.3396722674369812, 0.6907316446304321]|[10112.435699310112, 7044.302180971036, 7080.818363799756, 10097.365513104925]|0.03307032585144043|0.0017543621361255646|0.045830316841602325
79.0|10.0|54.35000228881836|7.1162919921875|[-88.55073547363281, 264.6474914550781, 264.7411804199219, -87.77825927734375]|[0.17710146307945251, 0.5292949676513672, -0.529482364654541, -0.1755565106868744]|[5112.8669371752685, 8838.98292363766, 8840.54734784149, 5090.516928921972]|0.03479409217834473|3.05958092212677e-05|0.06517227739095688
79.0|9.0|0.649993896484375|7.0679365234375|[236.92404174804688, -59.232295989990234, -60.94209671020508, 235.92459106445312]|[-0.4738480746746063, -0.11846458911895752, 0.12188418954610825, 0.4718491733074188]|[8363.209390254713, 4181.6500737657, 4241.57450541947, 8345.550884580982]|0.03479456901550293|-0.0178170595318079|0.05108536407351494
79.0|9.0|3.0499954223632812|6.9957119140625|[323.25042724609375, -149.04421997070312, -148.3075714111328, 324.6979064941406]|[-0.6465008854866028, -0.2980884611606598, 0.2966151535511017, 0.6493958234786987]|[9768.72666126193, 6633.244005724727, 6616.831352117826, 9790.5738637814]|0.0262603759765625|-0.00928286649286747|0.03017614036798477
79.0|9.0|5.4499969482421875|6.9477685546875|[133.1342010498047, 41.69232177734375, 41.26060485839844, 133.4072265625]|[-0.26626840233802795, 0.08338464796543121, -0.0825212150812149, 0.2668144404888153]|[6269.21583946878, 3508.2977463206885, 3490.086566232067, 6275.640857261381]|0.015587091445922852|0.0013904180377721786|0.025195028632879257
79.0|9.0|7.75|6.89998974609375|[48.230735778808594, 126.65791320800781, 125.97722625732422, 48.255550384521484]|[-0.0964614748954773, 0.25331583619117737, -0.25195446610450745, 0.0965111032128334]|[3773.3783006591675, 6114.832542673014, 6098.37919228137, 3774.3488731850257]|0.012757301330566406|0.004220208153128624|0.029511917382478714
79.0|9.0|10.099998474121094|6.828630859375|[-149.7562713623047, 323.3971252441406, 323.7319030761719, -148.72384643554688]|[0.2995125353336334, 0.6467942595481873, -0.6474637985229492, -0.29744771122932434]|[6649.070123755225, 9770.943038988378, 9775.999127552486, 6626.111025137268]|0.018639087677001953|-0.001661578193306923|0.04203127324581146
79.0|9.0|12.449996948242188|6.7812646484375|[107.80944061279297, 66.43942260742188, 65.95690155029297, 108.0301284790039]|[-0.21561887860298157, 0.132878839969635, -0.13191379606723785, 0.21606025099754333]|[5641.528679933323, 4428.751666604809, 4412.640297989326, 5647.299883400017]|0.02020430564880371|-0.0032267961651086807|0.031116744503378868
79.0|9.0|14.800003051757812|6.73406298828125|[233.39804077148438, -59.36368942260742, -59.9208869934082, 233.54420471191406]|[-0.46679607033729553, -0.11872737854719162, 0.11984176933765411, 0.46708840131759644]|[8300.743749303696, 4186.285526289584, 4205.886229770369, 8303.34248475131]|0.017195463180541992|-0.00021795369684696198|0.022756893187761307
79.0|9.0|17.099990844726562|6.6635693359375|[-68.08786010742188, 241.01092529296875, 241.18231201171875, -67.22050476074219]|[0.1361757218837738, 0.48202186822891235, -0.48236462473869324, -0.13444100320339203]|[5138.64311372465, 8797.034645756978, 8803.736490229627, 5107.1076818451]|0.017264127731323242|-0.000286618247628212|0.035524483770132065
79.0|9.0|19.5|6.61677978515625|[66.45026397705078, 106.97550201416016, 106.44631958007812, 66.62088775634766]|[-0.13290053606033325, 0.2139509916305542, -0.21289265155792236, 0.13324177265167236]|[4429.112986536608, 5619.666856420319, 5605.750044809281, 4434.7956389783085]|0.015831708908081055|0.0011458005756139755|0.029594548046588898
79.0|9.0|21.899993896484375|6.5701552734375|[225.05113220214844, -51.806331634521484, -52.37535095214844, 225.1824493408203]|[-0.4501022696495056, -0.10361266136169434, 0.10475070029497147, 0.4503649175167084]|[8150.9645642031255, 3910.747935039522, 3932.1663018746244, 8153.3422577528645]|0.0171358585357666|-0.00015834905207157135|0.022302592173218727
79.0|9.0|24.099990844726562|6.50052734375|[-77.3869400024414, 249.30625915527344, 249.70545959472656, -76.29612731933594]|[0.15477387607097626, 0.49861252307891846, -0.4994108974933624, -0.1525922566652298]|[4779.717635305892, 8578.966956787504, 8585.832724077694, 4745.911672438808]|0.018071413040161133|-0.0010939035564661026|0.03533843904733658
79.0|9.0|26.449996948242188|6.454314453125|[65.66046905517578, 106.91139221191406, 106.43856048583984, 65.88398742675781]|[-0.13132093846797943, 0.21382278203964233, -0.21287712454795837, 0.13176797330379486]|[4402.71318680841, 5617.982687063585, 5605.545733679997, 4410.200577794287]|0.01702094078063965|-4.3431296944618225e-05|0.029286259785294533
79.0|9.0|28.849990844726562|6.40826708984375|[206.8061065673828, -34.363590240478516, -34.932987213134766, 206.93365478515625]|[-0.4136122167110443, -0.06872718036174774, 0.06986597180366516, 0.4138672947883606]|[7813.580362516043, 3185.060380715335, 3211.339834399427, 7815.98951437422]|0.01776599884033203|-0.000788489356637001|0.022523513063788414
79.0|9.0|31.25|6.33950439453125|[-20.401168823242188, 192.0603790283203, 191.9293975830078, -19.840356826782227]|[0.04080233722925186, 0.38412076234817505, -0.3838587999343872, -0.03968071565032005]|[2454.1207577368523, 7529.866817416664, 7527.298768098433, 2420.1547873421537]|0.016143083572387695|0.0008344259113073349|0.032808657735586166
79.0|9.0|33.59999084472656|6.29386865234375|[120.3180923461914, 51.52793502807617, 50.99771499633789, 120.48201751708984]|[-0.2406361848115921, 0.10305587202310562, -0.10199543088674545, 0.24096404016017914]|[5959.83001082586, 3900.226001449061, 3880.1075419187437, 5963.888559287305]|0.017018556594848633|-4.10471111536026e-05|0.026734229177236557
79.0|9.0|36.09999084472656|6.225724609375|[-82.85172271728516, 253.40528869628906, 253.81710815429688, -81.75334167480469]|[0.1657034456729889, 0.5068106055259705, -0.5076342225074768, -0.16350668668746948]|[4945.602138543811, 8649.20600742531, 8656.231246264462, 4912.7103677286195]|0.017841815948486328|-0.0008643064647912979|0.03514224663376808
79.0|9.0|38.5|6.1805009765625|[81.70816040039062, 89.53467559814453, 89.0504150390625, 81.91527557373047]|[-0.1634163111448288, 0.17906934022903442, -0.1781008243560791, 0.16383056342601776]|[4911.35266670831, 5141.194522936777, 5127.272244819565, 4917.573415382103]|0.017822742462158203|-0.0008452329784631729|0.028375064954161644
79.0|9.0|40.94999694824219|6.1354423828125|[238.67262268066406, -67.60628509521484, -68.1414794921875, 238.82925415039062]|[-0.47734522819519043, -0.13521257042884827, 0.13628295063972473, 0.4776584804058075]|[8394.014338130706, 4467.473039074204, 4485.121200386903, 8396.76821738007]|0.01697540283203125|2.1066516637802124e-06|0.020661618560552597
79.0|9.0|43.399993896484375|6.06816357421875|[42.27582550048828, 128.32992553710938, 127.92910766601562, 42.56341552734375]|[-0.08455164730548859, 0.2566598355770111, -0.2558582127094269, 0.0851268321275711]|[3532.762585982904, 6155.0611948272235, 6145.441505991851, 3544.758392822725]|0.01614236831665039|0.0008351411670446396|0.03007223643362522
79.0|9.0|45.84999084472656|6.02351708984375|[206.24691772460938, -35.71136474609375, -36.26084899902344, 206.38706970214844]|[-0.41249382495880127, -0.07142272591590881, 0.07252169400453568, 0.41277414560317993]|[7803.009532236463, 3246.920295026696, 3271.8048220707524, 7805.660290623045]|0.016985177993774414|-7.66851007938385e-06|0.022323694080114365
79.0|9.0|48.34999084472656|5.9568564453125|[22.170133590698242, 147.82858276367188, 147.48695373535156, 22.514266967773438]|[-0.04434026777744293, 0.2956571578979492, -0.2949739098548889, 0.04502853378653526]|[2558.306410208617, 6606.137527617961, 6598.499783636242, 2578.085461392251]|0.016982316970825195|-4.8074871301651e-06|0.030895132571458817
79.0|9.0|50.84999084472656|5.9126220703125|[205.46084594726562, -35.4619255065918, -36.01793670654297, 205.59226989746094]|[-0.41092169284820557, -0.07092384994029999, 0.07203587144613266, 0.41118454933166504]|[7788.125476775178, 3235.560766013103, 3260.827457493512, 7790.615933249755]|0.017822265625|-0.0008447561413049698|0.022306043654680252
79.0|9.0|53.30000305175781|5.84657958984375|[1.7259433269500732, 167.6331024169922, 167.3874053955078, 2.1632351875305176]|[-0.003451886586844921, 0.33526620268821716, -0.33477479219436646, 0.004326470196247101]|[713.8084249671323, 7034.743960984868, 7029.5867175610365, 799.1352231529831]|0.016980648040771484|-3.1385570764541626e-06|0.03173065930604935
79.0|9.0|55.649993896484375|5.80275732421875|[136.32325744628906, 33.134765625, 32.58295822143555, 136.456298828125]|[-0.2726465165615082, 0.06626952439546585, -0.0651659220457077, 0.2729125916957855]|[6343.856952247989, 3127.593886167299, 3101.4419709150643, 6346.951764138791]|0.016980409622192383|-2.9001384973526e-06|0.025723373517394066
79.0|8.0|0.0999908447265625|5.7373330078125|[-60.848609924316406, 229.24139404296875, 229.41661071777344, -59.99524688720703]|[0.12169721722602844, 0.4584827721118927, -0.4588332176208496, -0.11999049782752991]|[4238.3199131252495, 8226.496634869389, 8229.639924208379, 4208.495105416905]|0.01698136329650879|0.18563498556613922|0.034227773547172546
79.0|8.0|2.5999908447265625|5.6939228515625|[4134.9365234375, -3964.881591796875, -3961.654296875, 4138.91650390625]|[-8.26987361907959, -7.929763317108154, 7.923308849334717, 8.277832984924316]|[34938.38510421181, 34212.39794919052, 34198.471180751265, 34955.195597536775]|-0.007058382034301758|0.20967473089694977|0.34273743629455566
79.0|8.0|5.3499908447265625|5.6291171875|[1047.7557373046875, -848.2581787109375, -846.5941162109375, 1050.43212890625]|[-2.0955114364624023, -1.6965162754058838, 1.693188190460205, 2.1008641719818115]|[17587.269873433856, 15824.588730802343, 15809.059241839357, 17609.718044710535]|-0.18043112754821777|0.3830474764108658|0.5269025564193726
79.0|8.0|8.199996948242188|5.564681640625|[23.890071868896484, 184.56558227539062, 184.20216369628906, 24.309049606323242]|[-0.04778014123439789, 0.3691311478614807, -0.3684042990207672, 0.048618100583553314]|[2655.6884949449723, 7381.485357246923, 7374.21452506939, 2678.8746584562496]|-0.22907018661499023|0.43168653547763824|0.4974536895751953
79.0|8.0|11.0|5.50061767578125|[-250.22857666015625, 453.0230712890625, 454.2962646484375, -247.66357421875]|[0.5004571676254272, 0.9060461521148682, -0.9085925221443176, -0.4953271448612213]|[8594.821405762565, 11564.54536317535, 11580.784681490766, 8550.656735746832]|-0.22037267684936523|0.42298902571201324|0.2748890519142151
79.0|8.0|13.699996948242188|5.4581142578125|[-14.909442901611328, 213.39535522460938, 214.77391052246094, -12.333657264709473]|[0.029818885028362274, 0.426790714263916, -0.42954781651496887, -0.02466731332242489]|[2097.9692192163448, 7937.082329277341, 7962.678229906272, 1908.1580414520593]|-0.2106395959854126|0.4132559448480606|0.31200551986694336
79.0|8.0|16.349990844726562|5.39466796875|[73.29222106933594, 122.806396484375, 123.73692321777344, 75.25196838378906]|[-0.1465844362974167, 0.24561280012130737, -0.2474738508462906, 0.15050393342971802]|[4651.546271017146, 6021.142394662428, 6043.910999220809, 4713.324449566209]|-0.2088853120803833|0.4115016609430313|0.3886061906814575
79.0|8.0|19.0|5.3315927734375|[-14.268770217895508, 208.89451599121094, 210.21324157714844, -11.770525932312012]|[0.028537539765238762, 0.4177890419960022, -0.42042648792266846, -0.023541051894426346]|[2052.398441010456, 7852.933565271078, 7877.681874068736, 1864.0876889464478]|-0.19430088996887207|0.3969172388315201|0.276715487241745
79.0|8.0|21.599990844726562|5.2897490234375|[77.10517120361328, 116.72380828857422, 118.10302734375, 79.59502410888672]|[-0.15421034395694733, 0.2334476262331009, -0.2362060546875, 0.15919005870819092]|[4771.008133103462, 5870.135529045994, 5904.714706999458, 4847.427957440824]|-0.20283710956573486|0.4054534584283829|0.3820246756076813
