route_num|missing_points|simTime|tankMass|force_array|torque_array|rpm_list|droneVel 
1.0|9.0|22.000003814697266|8.16984033203125|[271.9037170410156, -74.10609436035156, -90.03715515136719, 256.0028991699219]|[-0.5438074469566345, -0.14821219444274902, 0.1800743043422699, 0.5120058059692383]|[8959.339138996867, 4677.301510805025, 5155.600845026654, 8693.423680447058]|0.02528458833694458
1.0|9.0|25.000003814697266|8.09217626953125|[79.66974639892578, 111.91239929199219, 102.01091766357422, 69.69395446777344]|[-0.15933950245380402, 0.22382479906082153, -0.20402182638645172, 0.13938790559768677]|[4849.702760121882, 5747.877547057068, 5487.717307724453, 4535.925967263494]|0.02547401189804077
1.0|9.0|28.000003814697266|8.0148828125|[-172.99502563476562, 320.22174072265625, 354.1914367675781, -139.5447235107422]|[0.34599006175994873, 0.6404434442520142, -0.7083828449249268, -0.27908945083618164]|[7146.365291701724, 9722.85504417348, 10225.567798200582, 6418.375386648166]|0.028457224369049072
1.0|9.0|30.000003814697266|7.9635595703125|[307.16180419921875, -110.41885375976562, -126.34165954589844, 291.2892150878906]|[-0.614323616027832, -0.22083769738674164, 0.2526833117008209, 0.5825784802436829]|[9522.522531531278, 5709.394091202636, 6107.193671949624, 9273.22092727719]|0.02707010507583618
1.0|9.0|33.000003814697266|7.88688427734375|[87.33780670166016, 103.1633071899414, 93.32131958007812, 77.4306640625]|[-0.1746756136417389, 0.20632660388946533, -0.18664264678955078, 0.15486133098602295]|[5077.729303464944, 5518.626881793538, 5248.7856762749925, 4781.067728418078]|0.02830427885055542
1.0|8.0|1.0|7.810580078125|[1617.1412353515625, -1427.0118408203125, -1437.2886962890625, 1606.944580078125]|[-3.2342824935913086, -2.8540236949920654, 2.874577283859253, 3.2138891220092773]|[21849.544099014725, 20524.95399552977, 20598.728289433908, 21780.55056522296]|0.028332293033599854
1.0|8.0|3.0|7.75991650390625|[1571.3182373046875, -1390.5469970703125, -1391.0106201171875, 1570.785400390625]|[-3.14263653755188, -2.7810938358306885, 2.7820212841033936, 3.141570806503296]|[21537.757338925698, 20261.01694481464, 20264.3942817864, 21534.105282664426]|-0.007400989532470703
1.0|8.0|6.0|7.68423046875|[47.068939208984375, 136.64288330078125, 136.29310607910156, 46.64130783081055]|[-0.09413787722587585, 0.27328574657440186, -0.27258622646331787, 0.09328261017799377]|[3727.6541281221494, 6351.28955621571, 6343.155360525875, 3710.6822243762313]|-0.06889998912811279
1.0|8.0|9.0|7.6089150390625|[-1014.3819580078125, 1197.024169921875, 1194.829833984375, -1016.6804809570312]|[2.028764009475708, 2.3940484523773193, -2.3896596431732178, -2.0333609580993652]|[17304.902713538446, 18798.355734775367, 18781.117641196535, 17324.497506658]|-0.05344247817993164
1.0|8.0|11.0|7.5589111328125|[-24.063488006591797, 204.05914306640625, 203.33644104003906, -24.884357452392578]|[0.04812697693705559, 0.4081183075904846, -0.406672865152359, -0.04976871609687805]|[2665.3097825958102, 7761.513786778395, 7747.757390093667, 2710.388959343875]|-0.044281333684921265
1.0|8.0|14.0|7.4842138671875|[502.3553161621094, -323.39935302734375, -322.8048095703125, 502.86566162109375]|[-1.0047106742858887, -0.6467987298965454, 0.6456096172332764, 1.0057313442230225]|[12177.942110914224, 9770.976693439197, 9761.990987944564, 12184.126359000487]|-0.04657185077667236
1.0|8.0|17.0|7.4098876953125|[662.947265625, -486.6868591308594, -483.4363098144531, 666.0934448242188]|[-1.3258944749832153, -0.9733737111091614, 0.9668726325035095, 1.3321869373321533]|[13989.683713417766, 11986.522752142553, 11946.427094907349, 14022.840163298224]|-0.0537111759185791
1.0|8.0|19.0|7.36054296875|[-199.57591247558594, 379.671630859375, 378.72552490234375, -200.6217498779297]|[0.39915183186531067, 0.7593432664871216, -0.757451057434082, -0.4012434780597687]|[7675.779065170156, 10586.989391086016, 10573.790272832044, 7695.864473842592]|-0.0524626150727272
1.0|8.0|22.0|7.2868349609375|[301.45660400390625, -123.17572784423828, -122.86624145507812, 301.68115234375]|[-0.6029132008552551, -0.2463514506816864, 0.24573248624801636, 0.6033622622489929]|[9433.672717506033, 6030.189672754868, 6022.609301974896, 9437.185530286537]|-0.04986761137843132
1.0|8.0|25.0|7.213498046875|[-414.9020690917969, 594.5850830078125, 593.32666015625, -416.26422119140625]|[0.8298041820526123, 1.1891701221466064, -1.1866532564163208, -0.8325284719467163]|[11067.287814799412, 13248.7653608991, 13234.737612258277, 11085.440262556727]|-0.04818283021450043
1.0|8.0|27.0|7.1648125|[-134.1288604736328, 313.1845703125, 312.340576171875, -135.07273864746094]|[0.268257737159729, 0.6263691186904907, -0.6246811151504517, -0.2701454758644104]|[6292.591241568151, 9615.427169940536, 9602.46222878599, 6314.693222478345]|-0.051392167806625366
1.0|8.0|30.0|7.09209375|[278.58197021484375, -101.12268829345703, -100.84133911132812, 278.7782897949219]|[-0.5571639537811279, -0.20224536955356598, 0.2016826719045639, 0.5575565695762634]|[9068.697315414545, 5463.773749848974, 5456.167647635829, 9071.892154796851]|-0.05382794141769409
1.0|8.0|33.0|7.01974560546875|[684.8894653320312, -510.8476867675781, -507.58349609375, 688.0494384765625]|[-1.3697789907455444, -1.0216953754425049, 1.015166997909546, 1.376098871231079]|[14219.314077631867, 12280.445429097892, 12241.148045219326, 14252.079176272138]|-0.048487722873687744
1.0|8.0|35.0|6.9717197265625|[-181.9400634765625, 360.06988525390625, 359.1508483886719, -182.9600067138672]|[0.36388012766838074, 0.720139741897583, -0.7183017134666443, -0.3659200072288513]|[7328.795018605812, 10310.07451585313, 10296.908471069348, 7349.308664741101]|-0.051094770431518555
1.0|7.0|1.0|6.89998974609375|[-1176.452880859375, 1354.9375, 1352.7862548828125, -1178.7071533203125]|[2.352905750274658, 2.7098748683929443, -2.7055723667144775, -2.3574142456054688]|[18636.127488768525, 19999.909724547855, 19984.026409126236, 18653.973848791724]|-0.0537562370300293
1.0|7.0|4.0|6.828630859375|[-1375.3892822265625, 1551.693115234375, 1549.849609375, -1377.3341064453125]|[2.7507786750793457, 3.103386163711548, -3.0996992588043213, -2.7546682357788086]|[20150.286337022742, 21402.835846879658, 21390.11813260429, 20164.52773099655]|0.007992446422576904
1.0|7.0|6.0|6.7812646484375|[603.1671752929688, -428.497802734375, -427.90301513671875, 603.66455078125]|[-1.2063343524932861, -0.8569955825805664, 0.8558060526847839, 1.2073291540145874]|[13344.037490795774, 11247.155604034548, 11239.346938885621, 13349.538146145365]|0.03746062517166138
1.0|7.0|9.049995422363281|6.71052392578125|[474.9120788574219, -301.63641357421875, -301.1517639160156, 475.2975158691406]|[-0.9498241543769836, -0.6032728552818298, 0.6023035049438477, 0.9505950808525085]|[11840.635491176012, 9436.485745564294, 9428.901733955525, 11845.439426203455]|0.02508234977722168
1.0|7.0|12.049995422363281|6.640154296875|[-228.81048583984375, 402.3894958496094, 402.087158203125, -229.21266174316406]|[0.4576209485530853, 0.8047789931297302, -0.8041743040084839, -0.4584253132343292]|[8218.761268623552, 10899.127211857753, 10895.031881703098, 8225.981078821082]|0.010818898677825928
1.0|7.0|14.049995422363281|6.59344677734375|[32.909568786621094, 140.58836364746094, 140.3843536376953, 32.607730865478516]|[-0.0658191367983818, 0.28117674589157104, -0.2807686924934387, 0.06521546095609665]|[3116.9475900269645, 6442.331851357541, 6437.65586930422, 3102.6207515442056]|0.01635950803756714
1.0|7.0|17.04999542236328|6.5236953125|[99.385986328125, 73.7090835571289, 73.6618423461914, 99.24049377441406]|[-0.19877196848392487, 0.14741817116737366, -0.14732368290424347, 0.1984809935092926]|[5416.652566146981, 4664.755761435671, 4663.260667337701, 5412.6863568443805]|0.022841274738311768
1.0|7.0|20.04999542236328|6.454314453125|[-67.77008056640625, 240.2566375732422, 240.358154296875, -67.7693099975586]|[0.1355401575565338, 0.4805132746696472, -0.4807163178920746, -0.13553862273693085]|[4472.881627693211, 8421.822838857675, 8423.60190639403, 4472.856198528821]|0.020783603191375732
1.0|7.0|22.04999542236328|6.40826708984375|[197.47271728515625, -25.150394439697266, -25.116641998291016, 197.40907287597656]|[-0.3949454426765442, -0.05030078813433647, 0.05023328214883804, 0.39481812715530396]|[7635.227029653948, 2724.8387344119697, 2723.0097206136215, 7633.996533917172]|0.01849454641342163
1.0|7.0|25.04999542236328|6.33950439453125|[84.40888214111328, 87.74720001220703, 87.64710235595703, 84.21135711669922]|[-0.16881777346134186, 0.17549438774585724, -0.1752942055463791, 0.16842271387577057]|[4991.860938102922, 5089.616240614433, 5086.71242128429, 4986.016796178257]|0.021091490983963013
1.0|7.0|28.04999542236328|6.27111279296875|[-36.838863372802734, 208.64820861816406, 208.55270385742188, -37.032989501953125]|[0.07367772608995438, 0.417296439409256, -0.41710540652275085, -0.07406597584486008]|[3297.778748423086, 7848.302505598968, 7846.5060941877855, 3306.45632150148]|0.020855367183685303
1.0|7.0|30.04999542236328|6.225724609375|[278.89508056640625, -107.55866241455078, -107.4075927734375, 278.9494323730469]|[-0.5577901601791382, -0.21511733531951904, 0.2148151844739914, 0.5578988790512085]|[9073.792235215686, 5634.963410314243, 5631.0047750874965, 9074.676354387844]|0.02071744203567505
1.0|7.0|33.04999542236328|6.157951171875|[168.59449768066406, 2.5688652992248535, 2.567282199859619, 168.49627685546875]|[-0.3371889889240265, 0.00513773038983345, -0.005134564358741045, 0.3369925618171692]|[7054.887656486496, 870.8414056065355, 870.5730301214293, 7052.832317047522]|0.021473318338394165
1.0|7.0|36.04999542236328|6.090548828125|[6.297208309173584, 164.649658203125, 164.5272674560547, 6.077456474304199]|[-0.012594416737556458, 0.32929933071136475, -0.3290545344352722, 0.012154912576079369]|[1363.460101715179, 6971.862619343938, 6969.2709039579395, 1339.4587160103497]|0.02157774567604065
1.0|7.0|39.04999542236328|6.02351708984375|[-118.13628387451172, 288.59283447265625, 288.6177978515625, -118.21065521240234]|[0.23627257347106934, 0.5771856904029846, -0.5772355794906616, -0.23642131686210632]|[5905.546000272444, 9230.20136931582, 9230.600568471287, 5907.404592063668]|0.019622251391410828
1.0|7.0|41.04999542236328|5.97903564453125|[212.65122985839844, -42.423038482666016, -42.36586380004883, 212.61245727539062]|[-0.4253024756908417, -0.08484607934951782, 0.08473172783851624, 0.4252249300479889]|[7923.231647966348, 3538.9081378445194, 3536.522592440115, 7922.50929578119]|0.02062930166721344
1.0|6.0|2.0|5.9126220703125|[495.72503662109375, -330.53271484375, -323.9580078125, 501.850830078125]|[-0.9914500713348389, -0.661065399646759, 0.6479160189628601, 1.0037016868591309]|[12097.310583314029, 9878.150289091425, 9779.412467209937, 12171.825777196862]|0.018204249441623688
1.0|6.0|5.0|5.84657958984375|[130.1336212158203, -68.48731994628906, 41.021934509277344, 239.3188018798828]|[-0.2602672576904297, -0.13697464764118195, -0.08204387128353119, 0.47863760590553284]|[6198.165402353103, 4496.488529148157, 3479.977792209484, 8405.369580976185]|0.0005852654576301575
1.0|6.0|7.0|5.80275732421875|[-16.3431339263916, 223.64627075195312, 188.71322631835938, -51.670379638671875]|[0.0326862670481205, 0.4472925364971161, -0.37742647528648376, -0.1033407598733902]|[2196.5246115784607, 8125.483905200168, 7463.964648187406, 3905.6132030669196]|-0.002183683216571808
1.0|6.0|10.0|5.7373330078125|[37.60809326171875, 142.95130920410156, 134.9032745361328, 29.156450271606445]|[-0.07521618902683258, 0.28590261936187744, -0.26980656385421753, 0.058312900364398956]|[3332.031217155194, 6496.246151865318, 6310.730728856089, 2933.8352902219194]|0.0032838955521583557
1.0|6.0|13.0|5.67227978515625|[188.42105102539062, 17.031023025512695, -17.40259552001953, 153.6561737060547]|[-0.37684208154678345, 0.03406204655766487, 0.03480519354343414, 0.30731236934661865]|[7458.184367559898, 2242.274469307795, 2266.6027800245947, 6735.090118666276]|0.003995466977357864
1.0|6.0|15.0|5.6291171875|[125.1103286743164, 76.4359130859375, 46.80954360961914, 95.1102066040039]|[-0.2502206563949585, 0.15287183225154877, -0.09361908584833145, 0.1902204155921936]|[6077.36032772794, 4750.257288238892, 3717.3684390101466, 5298.854158923149]|0.0028069131076335907
1.0|6.0|18.0|5.564681640625|[20.276721954345703, 99.5033950805664, 150.3192138671875, 70.65621185302734]|[-0.040553443133831024, 0.19900678098201752, -0.30063843727111816, 0.14131242036819458]|[2446.6242554902037, 5419.85107899778, 6661.555521436641, 4567.132157033079]|0.001959647983312607
1.0|6.0|20.0|5.52193115234375|[113.02517700195312, 92.55033111572266, 57.947662353515625, 78.06853485107422]|[-0.22605034708976746, 0.18510065972805023, -0.11589532345533371, 0.15613706409931183]|[5776.383275714526, 5227.05888248859, 4136.055563994405, 4800.720461496865]|0.0025439560413360596
1.0|6.0|23.0|5.4581142578125|[75.52306365966797, 93.4011001586914, 95.42271423339844, 77.14329528808594]|[-0.15104612708091736, 0.1868022084236145, -0.19084542989730835, 0.15428659319877625]|[4721.806694647144, 5251.028795535381, 5307.552354412195, 4772.187482271758]|0.0025696642696857452
1.0|6.0|25.0|5.415775390625|[136.86163330078125, 67.62046813964844, 32.9238166809082, 101.81916809082031]|[-0.2737232744693756, 0.13524092733860016, -0.06584762781858444, 0.20363833010196686]|[6356.371375901892, 4467.941627502772, 3117.6222438696027, 5482.557260033327]|0.002531079575419426
1.0|6.0|28.0|5.35257666015625|[97.72911834716797, 98.97693634033203, 72.8757553100586, 71.26005554199219]|[-0.19545823335647583, 0.19795386493206024, -0.14575150609016418, 0.14252009987831116]|[5371.312182079, 5405.49422148776, 4638.311786496641, 4586.606500737069]|0.002253791317343712
1.0|6.0|31.0|5.2897490234375|[19.6003360748291, 74.03644561767578, 149.2452850341797, 94.3523178100586]|[-0.03920067474246025, 0.14807288348674774, -0.29849058389663696, 0.18870463967323303]|[2405.4712077846293, 4675.1030091055845, 6637.7167190097, 5277.699886116374]|0.0023183226585388184
1.0|5.0|33.0|5.24806982421875|[123.36566162109375, 80.8941421508789, 46.06888198852539, 88.19416046142578]|[-0.24673132598400116, 0.16178828477859497, -0.09213776141405106, 0.17638832330703735]|[6034.837079918387, 4886.826732293037, 3687.8414421821326, 5102.562338262371]|0.0025931410491466522
1.0|5.0|3.0|5.18585986328125|[1585.1654052734375, -1414.7728271484375, -1417.5841064453125, 1581.7734375]|[-3.170330762863159, -2.829545497894287, 2.8351683616638184, 3.1635468006134033]|[21632.4494152933, 20436.74654909583, 20457.04128774048, 21609.292252564344]|-0.02048812247812748
1.0|5.0|5.0|5.1445927734375|[-337.59869384765625, 510.3077087402344, 507.8008728027344, -340.81182861328125]|[0.6751973628997803, 1.0206154584884644, -1.0156017541885376, -0.681623637676239]|[9983.17726883002, 12273.953353160066, 12243.768949627607, 10030.572787183104]|-0.0589219406247139
1.0|5.0|8.0|5.08300146484375|[-383.370361328125, 553.3384399414062, 551.8421020507812, -385.5533752441406]|[0.7667407393455505, 1.1066768169403076, -1.1036841869354248, -0.7711067795753479]|[10638.433203640701, 12780.970270816162, 12763.677421227761, 10668.679257005531]|-0.06294339895248413
1.0|5.0|11.0|5.02178076171875|[533.3810424804688, -369.7760314941406, -366.28350830078125, 536.253662109375]|[-1.066762089729309, -0.7395520806312561, 0.7325670123100281, 1.0725072622299194]|[12548.366421421599, 10448.111113803401, 10398.653010838329, 12582.111790215835]|-0.04364824295043945
1.0|5.0|13.0|4.98117333984375|[-176.55162048339844, 345.3415832519531, 344.0271911621094, -178.55978393554688]|[0.3531032204627991, 0.6906831860542297, -0.6880543828010559, -0.3571195900440216]|[7219.452412232544, 10097.011289971846, 10077.778037327898, 7260.394679697437]|-0.04690444469451904
